"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"KIAA1958",1.63485516372169e-20,2.66760669077552,0.131,0.022,3.23407048487424e-16,"KIAA1958"
"SH2D3C",1.6794340355494e-20,-2.46598618855834,0.041,0.15,3.32225640912383e-16,"SH2D3C"
"ZNF90",1.78653882018263e-20,1.30704744478856,0.258,0.101,3.53413109408527e-16,"ZNF90"
"PSRC1",1.84500640768382e-20,2.31723015783865,0.149,0.032,3.64979167568013e-16,"PSRC1"
"MRAS",1.89803326936476e-20,-1.86547455007669,0.063,0.187,3.75468941345738e-16,"MRAS"
"ATP6V0D1",1.93527952116451e-20,-0.945772813109126,0.352,0.501,3.82836994876763e-16,"ATP6V0D1"
"SELK",1.99148150625073e-20,0.532679557642845,0.817,0.665,3.93954871566519e-16,"SELK"
"DLX1",1.99932739898787e-20,3.68843658848311,0.121,0.017,3.9550694606778e-16,"DLX1"
"KXD1",2.02425251561721e-20,0.720884153177786,0.507,0.295,4.00437632639396e-16,"KXD1"
"CPT1C",2.14602151605311e-20,-1.55993193632846,0.145,0.29,4.24525976305626e-16,"CPT1C"
"BTBD10",2.21639837956891e-20,-1.25173675199102,0.204,0.357,4.38447927446322e-16,"BTBD10"
"SLC4A2",2.32723856005444e-20,2.69181613168527,0.114,0.013,4.60374331949969e-16,"SLC4A2"
"ATOX1",2.3804877902709e-20,-0.638491026720344,0.595,0.668,4.7090809467139e-16,"ATOX1"
"OARD1",2.41665402254902e-20,0.726150994930192,0.485,0.271,4.78062498740647e-16,"OARD1"
"CASC15",2.45052062535341e-20,1.59675241679954,0.195,0.059,4.84761990107412e-16,"CASC15"
"NEDD8",2.58638652029614e-20,-0.418243209716704,0.843,0.881,5.11638981444983e-16,"NEDD8"
"RAP1GAP",2.64616150915385e-20,-2.44137372490577,0.037,0.142,5.23463669740814e-16,"RAP1GAP"
"METTL21A",2.68657056399358e-20,0.96801110625824,0.364,0.181,5.31457388969211e-16,"METTL21A"
"COPE",2.94585920112757e-20,-0.449801886953276,0.791,0.847,5.82749867167056e-16,"COPE"
"CDC25B",3.02752125006178e-20,2.00939270521839,0.192,0.06,5.98904253687221e-16,"CDC25B"
"PSMC3IP",3.09586286887988e-20,1.25275058236442,0.237,0.084,6.12423592721818e-16,"PSMC3IP"
"TSHZ3",3.11984858966477e-20,-3.20067462916749,0.027,0.124,6.17168448007484e-16,"TSHZ3"
"CACNB3",3.19225874466313e-20,-1.18561785820748,0.197,0.35,6.31492624869261e-16,"CACNB3"
"LRRCC1",3.36493644746522e-20,1.15571163243667,0.257,0.099,6.6565172803757e-16,"LRRCC1"
"MAPK1IP1L",3.36563760274771e-20,0.615313813720068,0.609,0.397,6.65790430575551e-16,"MAPK1IP1L"
"SMARCA2",3.51805948986092e-20,-1.85194546249032,0.095,0.228,6.95942528284288e-16,"SMARCA2"
"NOC3L",3.58012422880554e-20,1.36025248231311,0.219,0.073,7.08220174942312e-16,"NOC3L"
"FAM110A",3.60543496218437e-20,-2.33331840553201,0.044,0.154,7.13227144219313e-16,"FAM110A"
"PRPSAP2",3.60902201537088e-20,-1.00124839337498,0.356,0.492,7.13936735080668e-16,"PRPSAP2"
"MVB12B",3.63992402189073e-20,-1.90292133097273,0.073,0.197,7.20049770010425e-16,"MVB12B"
"KCNC1",3.6693501366898e-20,-2.22625150663656,0.04,0.149,7.25870844039977e-16,"KCNC1"
"CYCS",3.69329654979447e-20,-0.426165313704316,0.868,0.883,7.30607923480342e-16,"CYCS"
"PLEKHG1",3.72853485849239e-20,2.62922043800803,0.111,0.012,7.37578765706965e-16,"PLEKHG1"
"XBP1",3.81273892828815e-20,0.871625688521653,0.427,0.234,7.54236014793963e-16,"XBP1"
"PDIA4",3.90479874009961e-20,0.833269087750787,0.428,0.232,7.72447286766505e-16,"PDIA4"
"EPHB3",3.97166888192754e-20,2.41601378100556,0.127,0.02,7.85675538222906e-16,"EPHB3"
"C20orf96",4.02327968422364e-20,1.61590491616373,0.204,0.066,7.9588518713312e-16,"C20orf96"
"HIBCH",4.03688462906756e-20,0.841507194894135,0.352,0.163,7.98576517322145e-16,"HIBCH"
"MANEAL",4.68069146564644e-20,-2.56071626847584,0.025,0.121,9.2593438573418e-16,"MANEAL"
"TRA2B",4.94595488270076e-20,0.484785239902873,0.875,0.734,9.78408794895865e-16,"TRA2B"
"NUP107",5.05641841218537e-20,0.942923806742702,0.365,0.183,1.00026069029851e-15,"NUP107"
"PNMAL1",5.21979805238866e-20,-1.63128094556066,0.121,0.259,1.03258045072352e-15,"PNMAL1"
"PDZD4",5.37984814294259e-20,-1.88755917579427,0.069,0.192,1.0642415596369e-15,"PDZD4"
"SPATA6",5.60868059614685e-20,3.08605568622121,0.114,0.014,1.10950919552977e-15,"SPATA6"
"PRKCSH",5.73562732038756e-20,0.734845940218233,0.52,0.317,1.13462179651907e-15,"PRKCSH"
"CLIP3",5.78792619715749e-20,-1.13002865108298,0.247,0.397,1.14496756032169e-15,"CLIP3"
"LRCH1",5.88836178963823e-20,-1.91274665700638,0.063,0.184,1.16483572922623e-15,"LRCH1"
"FAM92A1",6.17449261633381e-20,0.88593569219092,0.485,0.295,1.22143812936315e-15,"FAM92A1"
"POLR2B",6.20915572469847e-20,-0.813957032318572,0.456,0.584,1.22829518545985e-15,"POLR2B"
"NIPSNAP1",6.21435836988797e-20,-0.749950553409795,0.529,0.63,1.22932437273124e-15,"NIPSNAP1"
"AP2M1",6.29433575107598e-20,-0.466893781369623,0.771,0.822,1.24514549827785e-15,"AP2M1"
"CCDC88A",6.68963005241471e-20,-0.827882856501047,0.431,0.564,1.32334261696868e-15,"CCDC88A"
"CHEK2",6.87401383712877e-20,2.66094557903538,0.114,0.014,1.35981741726081e-15,"CHEK2"
"MT-ND2",7.01246316267238e-20,-0.328298972907089,0.984,0.972,1.38720546283985e-15,"MT-ND2"
"PTP4A3",7.13690386740193e-20,-1.93987766132298,0.065,0.185,1.41182232304945e-15,"PTP4A3"
"AEN",7.23812673246491e-20,1.86447785429655,0.152,0.035,1.43184623021621e-15,"AEN"
"CCDC115",7.39760619932243e-20,-1.04017848761252,0.349,0.481,1.46339445834996e-15,"CCDC115"
"FLNA",7.51250916412839e-20,1.16723753394105,0.239,0.087,1.48612456284788e-15,"FLNA"
"RHBDD2",7.67693803352315e-20,-0.856607277706332,0.443,0.555,1.51865188179155e-15,"RHBDD2"
"RCC2",7.69139614061184e-20,1.71230425739937,0.181,0.052,1.52151198453583e-15,"RCC2"
"HAUS1",8.36041874608912e-20,0.763668265198179,0.541,0.357,1.65385803635135e-15,"HAUS1"
"MAML2",8.48110999525597e-20,3.43861161873818,0.104,0.01,1.67773317926154e-15,"MAML2"
"TMEM106B",8.64345821695104e-20,-1.00447538013138,0.361,0.496,1.70984890447725e-15,"TMEM106B"
"PXN-AS1",9.36362087379206e-20,1.41405089458563,0.193,0.058,1.85231148125355e-15,"PXN-AS1"
"BCCIP",9.6003681734357e-20,0.802371123292892,0.428,0.228,1.89914483206905e-15,"BCCIP"
"HNRNPK",9.63872214332869e-20,0.329176424771489,0.981,0.961,1.90673201439328e-15,"HNRNPK"
"RPL24",9.73051008978832e-20,0.257008794006938,0.998,0.995,1.92488950596192e-15,"RPL24"
"UBE2V2",9.94599028140137e-20,-0.526075775539972,0.734,0.788,1.96751579746682e-15,"UBE2V2"
"C6orf1",1.08022430431559e-19,-1.216379523828,0.208,0.357,2.1368997187971e-15,"C6orf1"
"EXOSC3",1.11778705026403e-19,1.48512268279861,0.202,0.064,2.2112063428323e-15,"EXOSC3"
"DTD1",1.12130144830105e-19,-0.694919292536402,0.566,0.664,2.21815852502914e-15,"DTD1"
"DHX32",1.15645227587732e-19,2.05043250627163,0.146,0.032,2.28769389214051e-15,"DHX32"
"RP11-12G12.7",1.21775161461232e-19,2.8588928557681,0.111,0.013,2.40895624402608e-15,"RP11-12G12.7"
"KIF1B",1.23040245573616e-19,-0.629220092379385,0.623,0.701,2.43398213793727e-15,"KIF1B"
"EPHB2",1.34138917803396e-19,1.27781631422109,0.291,0.131,2.65353607198678e-15,"EPHB2"
"GOLM1",1.37826743925443e-19,0.601781128162957,0.631,0.422,2.72648864833311e-15,"GOLM1"
"CYB5A",1.40006728533836e-19,0.756719452611541,0.553,0.355,2.76961310385635e-15,"CYB5A"
"FAM131A",1.48026695732706e-19,-1.33447686924293,0.186,0.334,2.92826409498439e-15,"FAM131A"
"LSM2",1.55024172761135e-19,0.539558571900185,0.713,0.533,3.06668818556076e-15,"LSM2"
"RAB11A",1.56044186909619e-19,-0.612927409461482,0.651,0.723,3.08686610544608e-15,"RAB11A"
"PRDM2",1.60266464532165e-19,-1.06245783418885,0.311,0.453,3.17039120137529e-15,"PRDM2"
"ATPIF1",1.60266654570592e-19,-0.51212725836311,0.792,0.827,3.17039496071545e-15,"ATPIF1"
"DPYSL5",1.71803611852322e-19,-1.11163032611684,0.226,0.383,3.39861904966263e-15,"DPYSL5"
"PKN1",1.74255035202759e-19,-1.35488883349056,0.187,0.33,3.44711310638097e-15,"PKN1"
"C2CD2L",1.76863057216632e-19,-2.72610714705658,0.024,0.117,3.49870499785942e-15,"C2CD2L"
"ARGLU1",1.80560194429823e-19,-0.630257484526996,0.839,0.876,3.57184176621075e-15,"ARGLU1"
"FAM134A",1.81217577196805e-19,-1.18287980132927,0.274,0.415,3.5848461121072e-15,"FAM134A"
"FXR1",1.8520217183351e-19,0.609594131043934,0.651,0.456,3.6636693632105e-15,"FXR1"
"PDCD4",1.86888194202e-19,0.968082936605513,0.36,0.182,3.69702225770397e-15,"PDCD4"
"FBXO17",1.92710231375727e-19,1.30166571748138,0.227,0.081,3.81219379707463e-15,"FBXO17"
"C4orf46",2.07208770519078e-19,1.46589804237474,0.195,0.061,4.09900389840839e-15,"C4orf46"
"BTN2A2",2.09571608323116e-19,3.01428969665104,0.103,0.01,4.14574555584789e-15,"BTN2A2"
"DDX3X",2.25897985820813e-19,0.728468826657287,0.556,0.36,4.46871395550733e-15,"DDX3X"
"CHCHD6",2.29891537631275e-19,-0.981031153264009,0.349,0.481,4.54771439742189e-15,"CHCHD6"
"ING2",2.42114826626795e-19,-1.0746325402979,0.373,0.503,4.78951550033125e-15,"ING2"
"SLC25A13",2.42562764330937e-19,2.65204287144924,0.111,0.014,4.79837660399459e-15,"SLC25A13"
"ACLY",2.4675852063705e-19,-0.990387584083758,0.318,0.459,4.88137705524213e-15,"ACLY"
"PHLPP1",2.48922142971706e-19,1.60588455457877,0.188,0.057,4.92417783226629e-15,"PHLPP1"
"PICK1",2.60235077999742e-19,-2.07507984950631,0.045,0.153,5.1479703129909e-15,"PICK1"
"CREM",2.63615656876268e-19,1.00335026119815,0.306,0.135,5.21484492432633e-15,"CREM"
"NKAIN1",2.68705843642036e-19,-2.14309910513141,0.054,0.166,5.31553899892676e-15,"NKAIN1"
"ZMAT2",2.7173827641904e-19,-0.797060465820899,0.46,0.572,5.37552658412144e-15,"ZMAT2"
"TSPAN2",2.73243688803408e-19,-1.8282091758515,0.061,0.179,5.40530665190902e-15,"TSPAN2"
"NPTXR",2.79529710019828e-19,-2.11442855014741,0.035,0.137,5.52965672361224e-15,"NPTXR"
"EPB41L2",2.80466440349329e-19,2.16786764947664,0.135,0.026,5.54818712299043e-15,"EPB41L2"
"SLC25A1",2.95329763194426e-19,0.794057794112573,0.458,0.263,5.84221337551214e-15,"SLC25A1"
"CTNND1",3.03737412576176e-19,0.933448103232398,0.344,0.166,6.00853349558192e-15,"CTNND1"
"DKC1",3.41639908627468e-19,0.838025963877317,0.416,0.222,6.75832067246858e-15,"DKC1"
"HADHA",3.4593061072987e-19,0.675974488735132,0.576,0.377,6.84319934145828e-15,"HADHA"
"DHX40",3.70614669404554e-19,1.09274509096683,0.262,0.107,7.3314993901609e-15,"DHX40"
"PNISR",4.06421572067985e-19,0.371922116629791,0.936,0.854,8.03983153864888e-15,"PNISR"
"KRR1",4.0904461611814e-19,0.835442217338364,0.461,0.27,8.09172059604904e-15,"KRR1"
"FUT8",4.43724749636537e-19,1.1951960609088,0.261,0.108,8.77776299730998e-15,"FUT8"
"KIT",4.44226295169416e-19,-2.22234108334038,0.033,0.133,8.78768457104138e-15,"KIT"
"SLC4A10",4.45713240521382e-19,-2.69941228139347,0.023,0.113,8.81709932399397e-15,"SLC4A10"
"FAM110B",4.74165501436974e-19,-1.30986311767832,0.17,0.316,9.37994194942621e-15,"FAM110B"
"SLC25A29",4.78719901844071e-19,-1.25050094113061,0.217,0.359,9.47003709827941e-15,"SLC25A29"
"PPA2",4.80796765483147e-19,0.725339540906186,0.505,0.31,9.51112161478761e-15,"PPA2"
"LSM7",4.81556970470238e-19,0.450473064738995,0.84,0.713,9.52615998984225e-15,"LSM7"
"CDKL5",4.88473695537194e-19,-1.95350869651848,0.064,0.18,9.66298664511678e-15,"CDKL5"
"TRAF4",5.11592712053006e-19,-0.896645519310307,0.309,0.46,1.01203270298326e-14,"TRAF4"
"GABPB1-AS1",5.66972526498904e-19,-0.727177108315946,0.563,0.688,1.12158505192013e-14,"GABPB1-AS1"
"SLC45A1",5.86815590248368e-19,-2.54387154569739,0.025,0.117,1.16083860062932e-14,"SLC45A1"
"SHOC2",5.93674450680289e-19,-1.16181935352083,0.29,0.426,1.17440679833575e-14,"SHOC2"
"SCD",6.08759476701954e-19,0.699828295627111,0.637,0.445,1.20424799681181e-14,"SCD"
"MORC2-AS1",6.13154514588892e-19,-1.53914309337606,0.14,0.275,1.21294226075975e-14,"MORC2-AS1"
"NEDD9",6.39853741795397e-19,1.13251251418878,0.205,0.066,1.26575867201965e-14,"NEDD9"
"C15orf57",6.71307294369413e-19,-1.40528319945509,0.13,0.269,1.32798008972157e-14,"C15orf57"
"PARP1",7.24144589674217e-19,0.470229902194488,0.83,0.686,1.43250282729354e-14,"PARP1"
"FKBP14",7.7576356110298e-19,1.31939119510454,0.186,0.057,1.53461547657392e-14,"FKBP14"
"PSME2",7.81192214441865e-19,0.846660066383882,0.344,0.165,1.5453544386089e-14,"PSME2"
"GYG2",7.87559292644068e-19,2.83391429395339,0.1,0.01,1.5579497927085e-14,"GYG2"
"TMEM256",8.34889089303161e-19,0.64694197191683,0.613,0.413,1.65157759645951e-14,"TMEM256"
"SERTAD1",9.37012754060076e-19,1.26192169360763,0.277,0.123,1.85359863008164e-14,"SERTAD1"
"CTH",9.51473185931666e-19,2.1258014682035,0.145,0.034,1.88220425641002e-14,"CTH"
"CCT3",1.00334401289208e-18,-0.447910027494456,0.829,0.872,1.98481512630311e-14,"CCT3"
"ST13",1.07890466475088e-18,0.379303366724083,0.908,0.804,2.13428920781019e-14,"ST13"
"GADD45A",1.07951726066755e-18,1.35944004766861,0.357,0.193,2.13550104505255e-14,"GADD45A"
"ZCCHC9",1.09036058279514e-18,1.32051151784392,0.196,0.063,2.15695130488535e-14,"ZCCHC9"
"ARHGAP11A",1.10029384933219e-18,2.78997670236553,0.107,0.013,2.17660129274894e-14,"ARHGAP11A"
"BOD1",1.1007514665662e-18,0.606081144420123,0.661,0.454,2.17750655116126e-14,"BOD1"
"PNP",1.14284422100247e-18,1.75328778004304,0.17,0.049,2.26077443798709e-14,"PNP"
"NGLY1",1.15126357330126e-18,1.32834761835481,0.233,0.089,2.27742960070455e-14,"NGLY1"
"HEATR5A",1.19402667476956e-18,2.94468536779938,0.11,0.015,2.36202356802915e-14,"HEATR5A"
"GATS",1.23422731585899e-18,-1.55541216685622,0.09,0.217,2.44154847623226e-14,"GATS"
"WDR1",1.31641132392721e-18,0.853237762863234,0.371,0.189,2.60412488099281e-14,"WDR1"
"DUOX1",1.46424436461194e-18,-1.25634465674058,0.212,0.355,2.89656820207533e-14,"DUOX1"
"AP2S1",1.51360285119098e-18,-0.520193205445798,0.705,0.762,2.99420916022599e-14,"AP2S1"
"DBNDD1",1.58781997620154e-18,-2.11147770554186,0.042,0.145,3.14102547692188e-14,"DBNDD1"
"GALNT8",1.66820319440188e-18,-2.78879099706821,0.021,0.108,3.30003955916581e-14,"GALNT8"
"ARL5A",1.67029189286973e-18,0.529162703898324,0.707,0.515,3.30417142247489e-14,"ARL5A"
"LINC00511",1.69521177662039e-18,1.64901820176031,0.169,0.048,3.35346793651045e-14,"LINC00511"
"TOX",1.69813675067318e-18,1.3691745264823,0.195,0.063,3.35925412018169e-14,"TOX"
"SCAMP2",1.70084184400262e-18,1.14895365086862,0.247,0.1,3.36460533580598e-14,"SCAMP2"
"KALRN",1.78572133119878e-18,-1.71490050582727,0.079,0.201,3.53251393737743e-14,"KALRN"
"LGR4",1.7986154149155e-18,3.49708691277749,0.104,0.013,3.55802101378584e-14,"LGR4"
"CYBA",1.81593775950184e-18,2.27867303054242,0.124,0.022,3.59228807584655e-14,"CYBA"
"RPF1",1.81766493562107e-18,1.05953266366985,0.312,0.147,3.5957047756456e-14,"RPF1"
"UNC79",1.98277933480646e-18,-2.63926844872873,0.021,0.108,3.92233408011414e-14,"UNC79"
"NAPEPLD",2.08842133637919e-18,1.33345768466495,0.19,0.06,4.13131508762531e-14,"NAPEPLD"
"AP3B2",2.10001997889996e-18,-2.50321042420704,0.03,0.123,4.1542595222599e-14,"AP3B2"
"SNRPA",2.12123468745627e-18,0.810493513548662,0.465,0.282,4.19622645872599e-14,"SNRPA"
"LRFN1",2.20731861565416e-18,-2.26040372375267,0.036,0.134,4.36651768548706e-14,"LRFN1"
"RP11-11N9.4",2.24193897272611e-18,1.38205498943517,0.231,0.091,4.4350036758468e-14,"RP11-11N9.4"
"VLDLR-AS1",2.91887162191121e-18,-2.59854032444166,0.03,0.123,5.77411184246476e-14,"VLDLR-AS1"
"HSPA5",2.95581098245996e-18,0.504027400038469,0.791,0.644,5.84718528550229e-14,"HSPA5"
"PEMT",2.981277481111e-18,1.09745721014753,0.238,0.091,5.89756311313378e-14,"PEMT"
"GINS1",3.17059186933959e-18,2.04756116055788,0.131,0.026,6.27206483592758e-14,"GINS1"
"GAS7",3.21943732350874e-18,-1.94636509666914,0.067,0.181,6.36869091336499e-14,"GAS7"
"FAM96B",3.23529037300299e-18,-0.514916308487966,0.692,0.763,6.40005141587452e-14,"FAM96B"
"TANK",3.41813469325946e-18,-1.08039244186793,0.261,0.402,6.76175405020586e-14,"TANK"
"C2orf76",3.45288298054212e-18,1.3510792468487,0.214,0.078,6.83049311210841e-14,"C2orf76"
"TMEM216",3.5032586412945e-18,2.13959886067109,0.124,0.023,6.93014624420877e-14,"TMEM216"
"STRIP1",3.51305023955356e-18,-1.37695313154798,0.181,0.318,6.94951598388485e-14,"STRIP1"
"ARPC4",3.607210240921e-18,-0.890495990815035,0.358,0.489,7.13578329858991e-14,"ARPC4"
"CTSC",4.00615393333055e-18,1.57507596597368,0.165,0.047,7.9249737109145e-14,"CTSC"
"KCNK10",4.06417533751503e-18,1.38923931912207,0.205,0.073,8.03975165267223e-14,"KCNK10"
"CLGN",4.14855386356241e-18,1.461161913724,0.208,0.074,8.20666925289916e-14,"CLGN"
"RILPL2",4.19346647951581e-18,1.61278522299573,0.14,0.032,8.29551538977818e-14,"RILPL2"
"GKAP1",4.27695512214312e-18,0.982308043752389,0.303,0.14,8.46067262262351e-14,"GKAP1"
"MAGEH1",4.33718736581565e-18,-0.77034573034286,0.475,0.599,8.57982404705653e-14,"MAGEH1"
"ASH1L",4.43780678469254e-18,-0.81687726935386,0.431,0.551,8.77886938147879e-14,"ASH1L"
"R3HDM1",4.57085273341018e-18,-1.37838515552952,0.193,0.328,9.04206087723201e-14,"R3HDM1"
"ACTR3",4.67243734490188e-18,-0.684422984183646,0.568,0.642,9.2430155556849e-14,"ACTR3"
"FUBP3",4.75437835510204e-18,1.06022469979645,0.279,0.123,9.40511126206286e-14,"FUBP3"
"FANCA",4.78647960315125e-18,1.34103838024246,0.201,0.069,9.4686139509538e-14,"FANCA"
"LPL",4.91042771879624e-18,-2.70999006482957,0.051,0.154,9.71380811332272e-14,"LPL"
"ZNF883",4.95992666201894e-18,-1.34189576334896,0.167,0.304,9.81172692280587e-14,"ZNF883"
"SIGIRR",5.32798724028168e-18,-1.50948147087537,0.147,0.276,1.05398243587252e-13,"SIGIRR"
"PVRL3",5.3485258321282e-18,1.01566116085856,0.202,0.068,1.0580453801116e-13,"PVRL3"
"ZNF536",5.46560084619313e-18,1.8289031135336,0.157,0.044,1.08120515939392e-13,"ZNF536"
"AFAP1",5.56411511281981e-18,-1.89658100294594,0.06,0.171,1.10069325161802e-13,"AFAP1"
"CENPE",5.79522432172479e-18,1.88540697233524,0.158,0.044,1.1464112753236e-13,"CENPE"
"PEX10",5.84285730688011e-18,1.1472706031756,0.258,0.11,1.15583403244702e-13,"PEX10"
"CDC73",5.90119378613931e-18,0.790054790202647,0.309,0.142,1.16737415477408e-13,"CDC73"
"LINC00467",6.08770910048902e-18,2.24610306482926,0.123,0.023,1.20427061425874e-13,"LINC00467"
"GSE1",6.11288923497898e-18,-1.15052510087147,0.186,0.328,1.20925174846354e-13,"GSE1"
"BBS2",6.30715690180744e-18,1.19289791739569,0.218,0.079,1.24768177831555e-13,"BBS2"
"SHMT1",6.40378819328636e-18,2.7099226471346,0.107,0.015,1.26679738039591e-13,"SHMT1"
"CLDND1",6.58434890058809e-18,0.882004972750067,0.378,0.204,1.30251589951434e-13,"CLDND1"
"GRIP2",6.6504587686779e-18,3.02660130372532,0.1,0.012,1.31559375361986e-13,"GRIP2"
"TRIAP1",6.68624542989141e-18,0.744703854054847,0.468,0.282,1.32267307094112e-13,"TRIAP1"
"LRRC49",6.82932398435727e-18,-1.32457592513087,0.158,0.294,1.35097687058555e-13,"LRRC49"
"SFT2D3",6.8738253610946e-18,1.39957851238924,0.188,0.061,1.35978013293173e-13,"SFT2D3"
"ASAP3",6.87601569696833e-18,2.53344176942021,0.111,0.017,1.36021342517427e-13,"ASAP3"
"ANXA6",6.99504445640288e-18,1.64137261962872,0.175,0.055,1.38375969436562e-13,"ANXA6"
"MPDZ",7.94464176786283e-18,0.835372231096595,0.32,0.151,1.57160903451863e-13,"MPDZ"
"SLC2A1",8.19621032442879e-18,1.4652487125189,0.206,0.074,1.6213743263785e-13,"SLC2A1"
"FAAH",8.1996868579787e-18,-2.86495036036649,0.025,0.112,1.62206205424535e-13,"FAAH"
"MTX2",8.23414218123829e-18,-0.862762255177406,0.436,0.541,1.62887800629256e-13,"MTX2"
"ZNF93",8.28419151751775e-18,1.67032412245708,0.167,0.049,1.63877876599536e-13,"ZNF93"
"FAM175A",8.49546686512023e-18,1.57562755277075,0.169,0.05,1.68057325525808e-13,"FAM175A"
"SPA17",8.58934094962242e-18,2.55541029377926,0.111,0.017,1.69914342665431e-13,"SPA17"
"CPSF3",8.67402311360882e-18,0.891520774849396,0.314,0.149,1.7158952523341e-13,"CPSF3"
"USP16",9.06310291143745e-18,0.622216691450063,0.539,0.338,1.79286301794056e-13,"USP16"
"RARA-AS1",9.24375386069815e-18,-2.07884458393559,0.042,0.142,1.82859938872331e-13,"RARA-AS1"
"BMPR2",9.85999731377221e-18,-1.26628265389163,0.206,0.342,1.95050466861042e-13,"BMPR2"
"ARHGEF2",1.00541732739367e-17,-1.29670856893598,0.156,0.294,1.98891655705016e-13,"ARHGEF2"
"SCP2",1.00770299741904e-17,0.626043934955744,0.652,0.472,1.99343806949435e-13,"SCP2"
"RPGR",1.06287056726622e-17,2.13137898366734,0.139,0.034,2.10257055616603e-13,"RPGR"
"METAP2",1.0652722278702e-17,0.539139807376199,0.755,0.595,2.10732152117284e-13,"METAP2"
"CELSR3",1.10799528226083e-17,-2.61361139911977,0.023,0.108,2.19183626736837e-13,"CELSR3"
"CNPY4",1.12569128573025e-17,1.5691832499641,0.15,0.039,2.22684250143159e-13,"CNPY4"
"CROT",1.24325166554108e-17,1.83608720277745,0.174,0.055,2.45940044477337e-13,"CROT"
"POLR3H",1.35018102015878e-17,-1.4375683018616,0.141,0.271,2.67092809407809e-13,"POLR3H"
"PRKDC",1.41194090375144e-17,0.692393046640873,0.56,0.375,2.7931014958011e-13,"PRKDC"
"NARF",1.4222488616872e-17,-0.806166720047423,0.464,0.568,2.81349269818962e-13,"NARF"
"FAM136A",1.51295043924608e-17,0.782742903833131,0.374,0.197,2.99291855891659e-13,"FAM136A"
"GNAZ",1.60881281297361e-17,-1.55515293954034,0.1,0.224,3.18255350662439e-13,"GNAZ"
"SEC62",1.62217769683359e-17,-0.44216429597075,0.82,0.87,3.2089919198762e-13,"SEC62"
"CASP6",1.66078692232264e-17,1.77888833908245,0.155,0.043,3.28536868973864e-13,"CASP6"
"ELOVL5",1.76897423669741e-17,0.694397588851824,0.512,0.324,3.49938483503483e-13,"ELOVL5"
