"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"C1orf35",2.13072906412163e-09,0.524815066199232,0.417,0.286,4.21500823464541e-05,"C1orf35"
"TMED7",2.17102179296082e-09,0.668552905735547,0.216,0.114,4.2947153108351e-05,"TMED7"
"PRR36",2.18596863443271e-09,-1.27615855506147,0.107,0.189,4.32428315263479e-05,"PRR36"
"C11orf71",2.20743269705692e-09,-1.56519799465103,0.064,0.135,4.366743361318e-05,"C11orf71"
"TARBP1",2.3060217652067e-09,-1.24618385435896,0.087,0.168,4.5617722559319e-05,"TARBP1"
"TMEM263",2.30699169682211e-09,0.674034087423574,0.299,0.184,4.5636909746535e-05,"TMEM263"
"SCML1",2.31660538218857e-09,0.576343510842177,0.318,0.198,4.58270876704542e-05,"SCML1"
"ZNF83",2.35019830006512e-09,0.703164730773161,0.257,0.151,4.64916227718882e-05,"ZNF83"
"EPDR1",2.35977358122058e-09,1.51135134978806,0.104,0.038,4.66810409837055e-05,"EPDR1"
"DCLRE1C",2.43246880932775e-09,0.552144302987484,0.325,0.197,4.81190979861216e-05,"DCLRE1C"
"FBXO25",2.47541160990889e-09,-1.25403327656791,0.121,0.203,4.89685924672176e-05,"FBXO25"
"ZMYND8",2.50767412704675e-09,-0.790192637495908,0.296,0.384,4.96068095812389e-05,"ZMYND8"
"ADAM15",2.53270148062603e-09,1.00307311701439,0.131,0.054,5.01019006897442e-05,"ADAM15"
"RAB5C",2.53496373451671e-09,-0.54026892725517,0.585,0.624,5.01466525962095e-05,"RAB5C"
"XRCC6",2.60541493742982e-09,0.31197420831836,0.807,0.715,5.15403182922366e-05,"XRCC6"
"RAP2A",2.60604989984117e-09,-1.0746847476235,0.149,0.238,5.1552879118658e-05,"RAP2A"
"ST6GALNAC5",2.60785208757969e-09,1.35669186647281,0.108,0.04,5.15885299965014e-05,"ST6GALNAC5"
"CRLS1",2.65789842242015e-09,0.414468325156504,0.33,0.202,5.25785465923155e-05,"CRLS1"
"NISCH",2.69888150255183e-09,-1.15337359884389,0.105,0.188,5.33892738834804e-05,"NISCH"
"UBE2D2",2.71747929566145e-09,-0.327260399824547,0.816,0.83,5.37571754267748e-05,"UBE2D2"
"RGS12",2.80738459701233e-09,-0.811888751742197,0.24,0.331,5.55356820980979e-05,"RGS12"
"MTHFD2L",2.83572615150697e-09,0.734961308009277,0.183,0.09,5.60963347291108e-05,"MTHFD2L"
"EIF5",2.85197076354628e-09,0.314347108959319,0.879,0.825,5.64176856444725e-05,"EIF5"
"INTS8",2.90340702782479e-09,0.733891466186485,0.202,0.106,5.74351978244299e-05,"INTS8"
"GSPT1",2.94119754993405e-09,-0.504777045283952,0.52,0.568,5.81827699327954e-05,"GSPT1"
"SEC13",2.96630316117364e-09,0.39368703017972,0.486,0.341,5.86794091343369e-05,"SEC13"
"C22orf39",2.97457263333892e-09,0.412697321338709,0.415,0.272,5.88429958327106e-05,"C22orf39"
"SNRNP70",2.97611421949087e-09,0.302469516785584,0.695,0.553,5.88734914899684e-05,"SNRNP70"
"PFDN4",2.99812287431712e-09,-0.398379131991845,0.603,0.662,5.93088666997413e-05,"PFDN4"
"MARK3",3.0333724665215e-09,-0.645844575407957,0.458,0.522,6.00061741327284e-05,"MARK3"
"GPT2",3.05217290058777e-09,0.632451164341497,0.259,0.148,6.03780843194272e-05,"GPT2"
"ETF1",3.05624604918268e-09,0.44125486701227,0.304,0.18,6.04586593449317e-05,"ETF1"
"DMD",3.07304009228435e-09,-1.39532872154087,0.103,0.181,6.0790879105569e-05,"DMD"
"CD83",3.09902083972977e-09,-1.45147010397787,0.051,0.117,6.13048302515343e-05,"CD83"
"RPL7L1",3.12594588999538e-09,-0.384846218509389,0.696,0.723,6.18374615958886e-05,"RPL7L1"
"PPIL4",3.23575723470792e-09,0.532793759431285,0.374,0.247,6.40097496169921e-05,"PPIL4"
"PRDX3",3.30026273650464e-09,0.288804118377863,0.641,0.494,6.52857974535347e-05,"PRDX3"
"PHPT1",3.34125795917045e-09,0.304952175936136,0.864,0.814,6.60967649483097e-05,"PHPT1"
"MTMR6",3.36463384144426e-09,-1.37281679687861,0.073,0.146,6.65591866514504e-05,"MTMR6"
"ETV1",3.45404057153192e-09,0.798402446135077,0.172,0.083,6.83278305860445e-05,"ETV1"
"SNRK",3.48364914688527e-09,-1.09532571342881,0.104,0.187,6.89135474236844e-05,"SNRK"
"NAE1",3.48595163871634e-09,0.369515869584595,0.653,0.507,6.89590953170866e-05,"NAE1"
"LARP4",3.48823047948209e-09,0.649068905968603,0.19,0.096,6.90041753451147e-05,"LARP4"
"ANXA7",3.49234066826932e-09,0.469317453783304,0.362,0.23,6.90854830997037e-05,"ANXA7"
"ANKMY2",3.54269599033045e-09,-0.950548805142196,0.172,0.263,7.0081612080717e-05,"ANKMY2"
"RAP1A",3.55748174652925e-09,0.447429504808315,0.378,0.24,7.03741039098416e-05,"RAP1A"
"C14orf119",3.57690302183378e-09,0.47729601548525,0.296,0.177,7.07582955779158e-05,"C14orf119"
"MPHOSPH8",3.58894251313719e-09,-0.594540416932836,0.519,0.577,7.09964607948798e-05,"MPHOSPH8"
"OSBPL9",3.67529805849461e-09,0.54389874982445,0.273,0.16,7.27047461931404e-05,"OSBPL9"
"DNAJC19",3.72727326873146e-09,0.42807893480598,0.486,0.342,7.37329198020458e-05,"DNAJC19"
"FNDC4",3.83685924157443e-09,-0.784024085702721,0.261,0.352,7.59007495168253e-05,"FNDC4"
"CCDC144NL-AS1",3.92699452213972e-09,0.560194956217163,0.324,0.203,7.76838056369679e-05,"CCDC144NL-AS1"
"RAD23B",3.96252211721845e-09,0.322948936276084,0.701,0.56,7.83866125228155e-05,"RAD23B"
"STX2",3.97790942040536e-09,-0.828923210694691,0.219,0.314,7.86910041544589e-05,"STX2"
"FAM117B",4.08341097403938e-09,-1.16621044697005,0.1,0.181,8.0778035888447e-05,"FAM117B"
"EID2",4.1413712259739e-09,-1.10121031074118,0.173,0.258,8.19246055922156e-05,"EID2"
"RBBP6",4.17736682884756e-09,0.35090651867896,0.57,0.415,8.26366706082623e-05,"RBBP6"
"ENOPH1",4.2209479819202e-09,-0.45739569585963,0.547,0.615,8.34987929783453e-05,"ENOPH1"
"ABCD3",4.2711321628101e-09,0.577052903213534,0.279,0.166,8.44915364447094e-05,"ABCD3"
"RBM28",4.27997671679299e-09,0.561283523913603,0.285,0.168,8.4666499411599e-05,"RBM28"
"ST8SIA2",4.30485340168176e-09,-1.11362990035439,0.127,0.211,8.51586099920685e-05,"ST8SIA2"
"SLC6A15",4.38267053439655e-09,-0.911870123254103,0.086,0.165,8.66979885114325e-05,"SLC6A15"
"OST4",4.4091706352384e-09,0.300355267777825,0.877,0.784,8.7222213506286e-05,"OST4"
"BAG6",4.44421881919882e-09,-0.615885184383317,0.412,0.484,8.7915536681391e-05,"BAG6"
"CDH2",4.45072895642065e-09,0.393333473859399,0.633,0.513,8.80443202159134e-05,"CDH2"
"THOP1",4.54146025420601e-09,0.726187759828454,0.198,0.103,8.98391667487033e-05,"THOP1"
"LRWD1",4.62287733275749e-09,-1.10121473164106,0.129,0.213,9.14497593966087e-05,"LRWD1"
"SEPN1",4.62812635522935e-09,0.821842402559344,0.159,0.074,9.15535955591469e-05,"SEPN1"
"NDUFC1",4.75759934543624e-09,0.322587488329865,0.702,0.562,9.41148302514197e-05,"NDUFC1"
"TRAPPC3",4.86929789937837e-09,-0.652988147024996,0.419,0.491,9.63244510455029e-05,"TRAPPC3"
"THOC6",4.92637646096756e-09,0.869284740926236,0.164,0.078,9.74535791508603e-05,"THOC6"
"NUP62",4.94704150791332e-09,0.50640988895934,0.384,0.254,9.78623751095412e-05,"NUP62"
"DIMT1",5.1625501492607e-09,0.493914266170303,0.253,0.143,0.000102125567052675,"DIMT1"
"BID",5.22866494735255e-09,-0.947099329353448,0.232,0.316,0.000103433449988528,"BID"
"PRPF6",5.24780926437178e-09,-0.574550729609503,0.46,0.522,0.000103812162867803,"PRPF6"
"RAB4B",5.25762869276849e-09,-1.07895485077402,0.146,0.231,0.000104006410800346,"RAB4B"
"COMMD9",5.27879318120453e-09,-0.902145376999768,0.226,0.312,0.000104425086710588,"COMMD9"
"REEP2",5.32734737419665e-09,-0.675648218827336,0.297,0.391,0.000105385585756358,"REEP2"
"ABCB7",5.34107614876677e-09,0.838388300997296,0.168,0.082,0.000105657168374904,"ABCB7"
"RNMT",5.37681198821393e-09,-0.485397200869429,0.545,0.599,0.000106364094750848,"RNMT"
"SLC44A2",5.46035176011239e-09,0.780974825012681,0.177,0.089,0.000108016678518543,"SLC44A2"
"SH3PXD2A",5.50956780132225e-09,-1.48174571258742,0.061,0.13,0.000108990270245757,"SH3PXD2A"
"PLPP5",5.54338825848856e-09,0.337799690051535,0.373,0.235,0.000109659306529421,"PLPP5"
"EIF4H",5.73230416523141e-09,0.315689532035246,0.759,0.648,0.000113396440996608,"EIF4H"
"R3HDM4",5.7352996955057e-09,-1.19508378032078,0.116,0.196,0.000113455698576494,"R3HDM4"
"LMF2",5.82673515127722e-09,0.754059094921667,0.177,0.087,0.000115264474762566,"LMF2"
"MEGF9",5.93896151133772e-09,-1.20753913202951,0.109,0.189,0.000117484536617283,"MEGF9"
"RAPGEF1",6.01210202594102e-09,-1.63807998938653,0.051,0.115,0.000118931402277165,"RAPGEF1"
"NDUFA8",6.02354024575066e-09,-0.461999415069896,0.563,0.608,0.000119157673141439,"NDUFA8"
"KIAA1191",6.08017504293691e-09,-0.606180258783185,0.406,0.479,0.000120278022699378,"KIAA1191"
"GGT7",6.08247727276795e-09,-0.980368009526115,0.145,0.233,0.000120323565409896,"GGT7"
"TRAPPC2",6.14130029440703e-09,-1.10998749104626,0.098,0.178,0.00012148720242396,"TRAPPC2"
"PPP1R9A",6.14801098446816e-09,-0.965280008280993,0.163,0.25,0.000121619953294749,"PPP1R9A"
"MTRF1L",6.25447397503358e-09,0.419857831835642,0.315,0.19,0.000123726004174114,"MTRF1L"
"UROD",6.28208247159377e-09,0.614533230195948,0.3,0.186,0.000124272155453068,"UROD"
"SH3BGR",6.35684035449073e-09,-1.25070308260572,0.09,0.167,0.000125751015892536,"SH3BGR"
"C6orf120",6.44138844042114e-09,0.657277577295138,0.152,0.069,0.000127423546128411,"C6orf120"
"TM7SF2",6.5004345981677e-09,-0.624746587949112,0.363,0.446,0.000128591597220953,"TM7SF2"
"WDR18",6.50132735083779e-09,0.527491753412597,0.313,0.194,0.000128609257654273,"WDR18"
"MFI2-AS1",6.5204376404589e-09,1.32610387789776,0.103,0.038,0.000128987297403558,"MFI2-AS1"
"GOT1",6.64221423828732e-09,-0.941970653744678,0.202,0.29,0.0001313962820618,"GOT1"
"MRPL19",6.71385086042057e-09,0.342202705049935,0.488,0.336,0.00013281339772084,"MRPL19"
"SRA1",7.03116249484883e-09,0.538247486430397,0.307,0.191,0.0001390904564731,"SRA1"
"RMDN3",7.10556236585786e-09,0.616302235535242,0.221,0.12,0.0001405622347214,"RMDN3"
"ICE2",7.13856737786527e-09,0.656991171376298,0.189,0.097,0.000141215139868931,"ICE2"
"MPHOSPH10",7.24115296186709e-09,-0.714391195419883,0.386,0.456,0.000143244487891655,"MPHOSPH10"
"RP11-1391J7.1",7.3159148201784e-09,-1.16623906428166,0.089,0.167,0.000144723426972769,"RP11-1391J7.1"
"NDE1",7.32412378229084e-09,0.987248768759617,0.121,0.05,0.000144885816661277,"NDE1"
"DGCR5",7.37603039947105e-09,-1.42652663288943,0.075,0.147,0.000145912633362336,"DGCR5"
"SLC26A11",7.38493298779929e-09,1.05217238452035,0.11,0.042,0.000146088744364645,"SLC26A11"
"ABAT",7.56142271228302e-09,0.49421905227649,0.333,0.209,0.000149580064094383,"ABAT"
"FBXO45",7.57179602982447e-09,-1.3814072033323,0.075,0.146,0.000149785269061988,"FBXO45"
"HIST1H4C",7.61341957359853e-09,2.34755534371032,0.576,0.512,0.000150608666004926,"HIST1H4C"
"GATAD2B",7.75584398972183e-09,-0.919123089850126,0.226,0.31,0.000153426105804677,"GATAD2B"
"CDKN1B",7.75968531436498e-09,0.401399616895465,0.53,0.401,0.000153502094888768,"CDKN1B"
"GAREM2",7.82078433249823e-09,1.32914826563357,0.107,0.041,0.00015471075566548,"GAREM2"
"TACC2",7.90401263969329e-09,-1.27428552476554,0.111,0.191,0.000156357178038413,"TACC2"
"MRPL16",7.98972923146241e-09,0.462662402677161,0.335,0.212,0.000158052823656789,"MRPL16"
"GNAL",8.02038191344885e-09,-1.33365978064073,0.102,0.179,0.000158659195011845,"GNAL"
"CASP3",8.15229536772636e-09,0.470568025011494,0.335,0.212,0.000161268706964363,"CASP3"
"CECR5",8.18076644636553e-09,-0.718529512071577,0.304,0.387,0.000161831921842003,"CECR5"
"TUBA1C",8.22653044921674e-09,1.44081865785192,0.121,0.051,0.000162737225346406,"TUBA1C"
"MARCH9",8.32551161300742e-09,-1.18347778763601,0.112,0.192,0.000164695270728513,"MARCH9"
"TMEM134",8.36973319246619e-09,0.496544072696178,0.275,0.165,0.000165570062013366,"TMEM134"
"HSCB",8.50593255434045e-09,0.658711915528831,0.189,0.098,0.000168264357789963,"HSCB"
"EFNA1",8.99585104654119e-09,-1.32892055498561,0.053,0.118,0.000177955925402678,"EFNA1"
"STAT1",9.15394529135134e-09,1.29075944914637,0.105,0.04,0.000181083345753512,"STAT1"
"CARS",9.25450432446062e-09,-0.8483854164369,0.203,0.294,0.00018307260454648,"CARS"
"OXR1",9.27985005874031e-09,0.415206195321113,0.444,0.307,0.000183573993862001,"OXR1"
"DHODH",9.43677478998002e-09,1.0698753703946,0.109,0.042,0.000186678278895385,"DHODH"
"DDX50",9.61374374924997e-09,0.433628257523038,0.359,0.23,0.000190179078847663,"DDX50"
"EIF2B3",9.70102890425574e-09,-1.1673669228516,0.163,0.245,0.000191905753783987,"EIF2B3"
"ODF2",9.73567368735443e-09,0.847701232207333,0.166,0.081,0.000192591096883245,"ODF2"
"CLIP2",9.89896941296632e-09,-1.36212314312518,0.079,0.15,0.0001958214129273,"CLIP2"
"CLTC",9.9117375725847e-09,-0.799580086924017,0.26,0.347,0.000196073992660871,"CLTC"
"NDUFB9",9.94843479433444e-09,-0.36074560530506,0.742,0.769,0.000196799937101524,"NDUFB9"
"COX14",1.00936432386424e-08,0.492601763800926,0.401,0.275,0.000199672450546824,"COX14"
"MRPL1",1.02044825136352e-08,-0.855825052548028,0.261,0.346,0.000201865073084731,"MRPL1"
"RAB10",1.02898763217719e-08,-0.540509571710412,0.493,0.543,0.000203554333397292,"RAB10"
"PGLS",1.03760954168881e-08,0.343832053830112,0.639,0.507,0.00020525991953688,"PGLS"
"KIAA1143",1.0446328845801e-08,0.491423543138733,0.329,0.207,0.000206649277227635,"KIAA1143"
"GRB10",1.06489581673889e-08,1.21588896429743,0.111,0.045,0.000210657690467286,"GRB10"
"LMBRD2",1.07288778322854e-08,-1.64602467437985,0.04,0.1,0.00021223866127827,"LMBRD2"
"CCDC58",1.07573163447361e-08,0.891127730455242,0.139,0.062,0.000212801231931569,"CCDC58"
"NUCB1",1.07673043177311e-08,0.462833791616084,0.381,0.255,0.000212998814013356,"NUCB1"
"ENC1",1.08942985213104e-08,-1.33212128528376,0.44,0.463,0.000215511013348563,"ENC1"
"OTULIN",1.09667872620029e-08,1.20329311310798,0.121,0.051,0.000216944985616942,"OTULIN"
"CSNK2A1",1.0986627317101e-08,-0.568834187002836,0.458,0.515,0.000217337461586892,"CSNK2A1"
"VGLL4",1.1312669774086e-08,0.370939850261531,0.474,0.327,0.00022378723347097,"VGLL4"
"KIAA1109",1.14675435254478e-08,-1.02361641509559,0.157,0.241,0.000226850946020409,"KIAA1109"
"USP15",1.16735166452829e-08,-0.838198200200088,0.262,0.345,0.000230925506276986,"USP15"
"LRP3",1.19077551806536e-08,-1.44742633920465,0.054,0.12,0.00023555921298369,"LRP3"
"PLCL2",1.23429933030719e-08,-1.87626521868195,0.046,0.106,0.000244169093521369,"PLCL2"
"ARMT1",1.25165562021961e-08,0.764984232162457,0.208,0.115,0.000247602514791842,"ARMT1"
"PNPLA3",1.25754660536265e-08,-0.833826565796108,0.185,0.273,0.000248767869472839,"PNPLA3"
"CPTP",1.26734375561448e-08,-1.26385245728024,0.101,0.177,0.000250705941735656,"CPTP"
"MGEA5",1.27750175829995e-08,-0.542316942337578,0.448,0.52,0.000252715397826896,"MGEA5"
"GTF2I",1.28855060844016e-08,-0.322991041388203,0.802,0.795,0.000254901081361632,"GTF2I"
"ANKRD13B",1.29358982790923e-08,-1.15518555066095,0.083,0.158,0.000255897939757003,"ANKRD13B"
"USP49",1.34949074514993e-08,-1.15307841705822,0.107,0.185,0.00026695625920556,"USP49"
"SS18L1",1.35491047313056e-08,-1.18587575928565,0.104,0.181,0.000268028389794688,"SS18L1"
"SNX18",1.35913883172696e-08,1.18915823987661,0.111,0.044,0.000268864843692228,"SNX18"
"SMARCAD1",1.36798294245464e-08,-1.00324848745772,0.155,0.24,0.000270614385676377,"SMARCAD1"
"SDC1",1.37817021559781e-08,0.930937079050416,0.11,0.043,0.000272629632049559,"SDC1"
"COG2",1.38285956035459e-08,0.784815036405374,0.162,0.079,0.000273557278229345,"COG2"
"MAGED2",1.39820914168372e-08,0.386419370725843,0.887,0.787,0.000276593732407873,"MAGED2"
"RP11-161M6.2",1.4186826462339e-08,1.03790763275351,0.135,0.062,0.00028064380107799,"RP11-161M6.2"
"PQBP1",1.432499393387e-08,-0.62320583860309,0.383,0.452,0.000283377029999815,"PQBP1"
"APIP",1.49648597168738e-08,0.521153687099434,0.318,0.201,0.000296034854919197,"APIP"
"TAGLN2",1.53753577136366e-08,1.03991826177442,0.168,0.085,0.000304155326291159,"TAGLN2"
"EPHB1",1.54825629786927e-08,-1.02598165070204,0.151,0.235,0.000306276060844498,"EPHB1"
"C16orf59",1.56582623917649e-08,1.00282341936927,0.116,0.048,0.000309751746633893,"C16orf59"
"BUB3",1.59140620133584e-08,0.417699839523347,0.556,0.436,0.000314811974748256,"BUB3"
"FAM118A",1.59324083873423e-08,-1.15768305360581,0.113,0.19,0.000315174902718406,"FAM118A"
"R3HDM2",1.59479354563017e-08,-0.672966079317478,0.318,0.397,0.00031548205919656,"R3HDM2"
"HERC3",1.60212199760923e-08,-1.70894606167104,0.044,0.103,0.000316931773567057,"HERC3"
"DCPS",1.62373926687491e-08,0.944408799461598,0.138,0.063,0.000321208101773195,"DCPS"
"ENDOV",1.62961962934081e-08,-0.88485203738026,0.275,0.357,0.000322371355076199,"ENDOV"
"IGBP1",1.67563736213999e-08,-0.417757839584259,0.573,0.611,0.000331474582978532,"IGBP1"
"RIMKLA",1.70080323967013e-08,-1.38810809852226,0.075,0.144,0.000336452896871545,"RIMKLA"
"ARPC1A",1.71476082961777e-08,-0.452959241644667,0.561,0.608,0.000339213987314987,"ARPC1A"
"CPOX",1.72931917687431e-08,0.940356608415416,0.125,0.054,0.000342093919569277,"CPOX"
"ZNF823",1.77279763256241e-08,1.06106719204345,0.132,0.059,0.000350694827673496,"ZNF823"
"STAT3",1.77354387488376e-08,0.650738466585775,0.284,0.178,0.000350842449329506,"STAT3"
"JMJD8",1.773923616349e-08,0.631554069840384,0.169,0.084,0.000350917569786159,"JMJD8"
"ADGRA3",1.78304232588087e-08,1.14234850624057,0.132,0.059,0.000352721432905754,"ADGRA3"
"TMEM55B",1.78335012149261e-08,-0.71204606716403,0.314,0.396,0.000352782321033667,"TMEM55B"
"VTI1B",1.78900991917326e-08,-0.737959391726448,0.345,0.419,0.000353901942210854,"VTI1B"
"HSD17B4",1.8559997627868e-08,0.478821969974656,0.36,0.237,0.000367153873074486,"HSD17B4"
"MRPL41",1.85644189292383e-08,-0.434226015878541,0.578,0.62,0.000367241335258192,"MRPL41"
"POLR2J3",1.86681645101474e-08,-0.505211384040112,0.6,0.647,0.000369293630339736,"POLR2J3"
"SMURF2",1.88545215936784e-08,0.626526667255747,0.237,0.137,0.000372980146166146,"SMURF2"
"HOMER3",1.92514449979389e-08,1.00005344265552,0.16,0.08,0.000380832084949227,"HOMER3"
"ZNF76",1.93068965773737e-08,1.04002256952321,0.107,0.042,0.000381929028093607,"ZNF76"
"TMED8",1.99615563351113e-08,-1.52436026990717,0.055,0.118,0.000394879507421172,"TMED8"
"DDX18",2.02014236527604e-08,0.383902509158058,0.647,0.498,0.000399624562698906,"DDX18"
"MAT2A",2.0225474085852e-08,0.566544417888199,0.341,0.225,0.000400100328366325,"MAT2A"
"B4GAT1",2.0505312626288e-08,-0.695717957926491,0.354,0.429,0.000405636094373229,"B4GAT1"
"NAGK",2.05808753538276e-08,-1.03848834068241,0.205,0.285,0.000407130876249417,"NAGK"
"EBP",2.07631204686533e-08,-0.610876857692245,0.479,0.516,0.0004107360491109,"EBP"
"APOOL",2.07989698944517e-08,0.7211750657971,0.146,0.068,0.000411445222452043,"APOOL"
"FTX",2.11199535975818e-08,-1.38373401230301,0.068,0.136,0.000417794922067364,"FTX"
"JUP",2.11382667240665e-08,-1.24081126526036,0.065,0.133,0.000418157192335483,"JUP"
"MYCL",2.13063232027383e-08,1.21434294004819,0.139,0.065,0.000421481685596569,"MYCL"
"PURB",2.14343007707562e-08,0.77824076055201,0.175,0.089,0.000424013337847098,"PURB"
"SEMA4C",2.14862433883433e-08,-1.53475417858774,0.078,0.146,0.000425040866708207,"SEMA4C"
"UBQLN2",2.16072853566738e-08,-0.798427536564282,0.281,0.361,0.000427435318925722,"UBQLN2"
"C17orf89",2.16191867778295e-08,0.367374678956143,0.468,0.327,0.000427670752839023,"C17orf89"
"SPPL2A",2.1755720312722e-08,0.705878474115585,0.187,0.099,0.000430371659226267,"SPPL2A"
"AMZ2",2.18969204674141e-08,-0.685030593196788,0.36,0.428,0.000433164880686386,"AMZ2"
"SMOX",2.20353577699008e-08,0.746049408080759,0.177,0.092,0.000435903447404177,"SMOX"
"ZNF330",2.24613630535597e-08,0.58131755300489,0.285,0.178,0.000444330683925517,"ZNF330"
"METTL16",2.26723596648681e-08,0.547426495211025,0.217,0.121,0.000448504618890421,"METTL16"
"TMEM183A",2.27325078845239e-08,-0.614786279784247,0.406,0.475,0.000449694470971653,"TMEM183A"
"MAP9",2.27453916643133e-08,-0.650937980743628,0.363,0.441,0.000449949337903446,"MAP9"
"MB21D2",2.3194403976098e-08,-1.44259631372154,0.041,0.1,0.000458831699455171,"MB21D2"
"AL592183.1",2.33101772218707e-08,0.720993438042705,0.163,0.081,0.000461121925803046,"AL592183.1"
"TSPAN17",2.41349195038762e-08,-1.14890625630729,0.097,0.172,0.000477436977625678,"TSPAN17"
"PRPS1",2.43502685846202e-08,0.469306337112995,0.321,0.202,0.000481697013140956,"PRPS1"
"LINC01003",2.4810881095041e-08,-0.846937057749588,0.21,0.299,0.0004908088498221,"LINC01003"
"BTG2",2.48136844748769e-08,0.663898083815313,0.249,0.15,0.000490864306282016,"BTG2"
"ZNF362",2.48963657000433e-08,-1.34166897082325,0.086,0.157,0.000492499906278257,"ZNF362"
"TMEM9",2.51932115921311e-08,0.371362958138532,0.529,0.4,0.000498372111715538,"TMEM9"
"RUSC1",2.59985371952747e-08,-0.799621786808846,0.272,0.35,0.000514303062796924,"RUSC1"
"KATNA1",2.6166200042773e-08,0.7316820317479,0.16,0.078,0.000517619769246136,"KATNA1"
"TSPAN31",2.68817034691729e-08,0.618180536106347,0.249,0.147,0.000531773858027179,"TSPAN31"
"SIAH1",2.72362579837806e-08,-0.582886930386346,0.442,0.497,0.000538787655435148,"SIAH1"
"MKS1",2.80417042634161e-08,0.793725912279887,0.134,0.061,0.000554720993738898,"MKS1"
"DPH3",2.84742366174505e-08,0.548698277151792,0.251,0.148,0.000563277348766406,"DPH3"
"RIF1",2.89752423586607e-08,0.446204150046407,0.41,0.283,0.000573188244339026,"RIF1"
"C1orf174",2.93835263906807e-08,0.460404689690199,0.281,0.171,0.000581264919060446,"C1orf174"
"MRPS28",2.98799808542973e-08,0.554599075628995,0.253,0.149,0.00059108578125971,"MRPS28"
"NAF1",3.05481591508762e-08,0.907553957875859,0.137,0.063,0.000604303684322634,"NAF1"
"SPCS2",3.09730586232533e-08,0.260418015567021,0.844,0.746,0.000612709045685197,"SPCS2"
"SREK1",3.14119953643946e-08,0.405835851955041,0.496,0.368,0.000621392092298454,"SREK1"
"CAAP1",3.16981035998734e-08,0.826570426494003,0.135,0.062,0.000627051885412695,"CAAP1"
"TMEM198",3.20462635507073e-08,-1.47624509697316,0.074,0.14,0.000633939185560093,"TMEM198"
"UBE2Z",3.2238835070859e-08,-1.04907369835492,0.154,0.234,0.000637748635371733,"UBE2Z"
"CSNK1G2",3.23191374263533e-08,0.735116914321799,0.17,0.087,0.00063933717656812,"CSNK1G2"
"FAM234A",3.24228570629097e-08,0.492897606136486,0.233,0.133,0.00064138895841848,"FAM234A"
"YPEL5",3.28383886395826e-08,-0.444526802460287,0.487,0.55,0.000649609004068222,"YPEL5"
"PHF23",3.28926304588031e-08,-0.879647994104704,0.22,0.302,0.000650682015736043,"PHF23"
"YEATS4",3.31487508702513e-08,0.321331444053775,0.484,0.347,0.00065574858971531,"YEATS4"
"STRN4",3.31677218390192e-08,-0.945925571641987,0.167,0.248,0.000656123873419478,"STRN4"
"FAM217B",3.33545771058817e-08,-0.804817419207578,0.246,0.327,0.000659820244308553,"FAM217B"
"OSTM1",3.37677346821683e-08,-1.31838274051337,0.114,0.187,0.000667993327482653,"OSTM1"
"CDH24",3.40105917088634e-08,-1.26732641510852,0.058,0.122,0.000672797525184736,"CDH24"
"SMCR5",3.44781934369986e-08,-0.923625187286538,0.105,0.182,0.000682047622570707,"SMCR5"
"YTHDF2",3.45714960771361e-08,-0.361326146033637,0.78,0.779,0.000683893335397906,"YTHDF2"
"PHYKPL",3.46139949555235e-08,0.811368641050634,0.157,0.078,0.000684734048210165,"PHYKPL"
"LAMTOR4",3.50616047845545e-08,0.330262696477341,0.67,0.539,0.000693588665848058,"LAMTOR4"
"MTA1",3.58971850378973e-08,0.479627400706168,0.38,0.261,0.000710118114419685,"MTA1"
"MARK2",3.59967854045929e-08,-1.17094455207037,0.117,0.192,0.000712088408873658,"MARK2"
"MYL5",3.63301283778424e-08,1.0168445562941,0.132,0.061,0.000718682599570479,"MYL5"
"KDM1A",3.65675077431981e-08,-0.537937250622179,0.504,0.549,0.000723378438175945,"KDM1A"
"HOOK2",3.69140446817139e-08,-0.926035910804203,0.212,0.294,0.000730233631893665,"HOOK2"
"CCDC47",3.70887643883275e-08,0.312961746523739,0.352,0.221,0.000733689937129895,"CCDC47"
"TMEM129",3.74268309797167e-08,0.63794195785489,0.205,0.114,0.000740377570440757,"TMEM129"
"C6orf226",3.75922222255536e-08,-0.987590628412889,0.126,0.204,0.000743649340065902,"C6orf226"
"MFSD13A",3.76029736083811e-08,-1.74161854077105,0.043,0.1,0.000743862023920995,"MFSD13A"
"MON1A",3.76271138689284e-08,-1.46971585272777,0.057,0.119,0.000744339566555142,"MON1A"
"MTMR9",3.77274137953729e-08,-0.806898956098761,0.269,0.351,0.000746323699700067,"MTMR9"
"GPR161",3.77387761715021e-08,-0.842805356861467,0.257,0.338,0.000746548470224655,"GPR161"
"FBXL15",3.84279386832282e-08,-0.896373033214615,0.175,0.259,0.00076018148303162,"FBXL15"
"CHMP4B",3.90616720596727e-08,0.3814729154149,0.563,0.438,0.000772717996684445,"CHMP4B"
"TMEM246",3.91299354743971e-08,-1.11020104390479,0.118,0.196,0.000774068383554524,"TMEM246"
"NCK1",3.93376093062709e-08,0.472075367696172,0.311,0.199,0.000778176587296651,"NCK1"
"KDM4B",3.94779958286874e-08,-0.879957123549277,0.157,0.241,0.000780953713483094,"KDM4B"
