"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significant"
"TLK2",0.0336420572534285,-0.419458050737694,0.161,0.205,1,"TLK2","Not Significant"
"ZNF90",0.0337585065299392,0.668199563816523,0.135,0.101,1,"ZNF90","Not Significant"
"DDX10",0.0338002174658613,-0.339789142809798,0.211,0.262,1,"DDX10","Not Significant"
"CITED1",0.033817167974948,0.660072446680101,0.115,0.083,1,"CITED1","Not Significant"
"SNX14",0.0338974916803289,-0.400478103167166,0.143,0.189,1,"SNX14","Not Significant"
"C12orf65",0.0339776491155435,0.417253702608442,0.334,0.303,1,"C12orf65","Not Significant"
"DNAJC18",0.0340280703333841,-0.329942877217625,0.151,0.2,1,"DNAJC18","Not Significant"
"EXD2",0.034032644871627,-0.387791453001273,0.091,0.131,1,"EXD2","Not Significant"
"DAZAP1",0.0342959512255486,0.380563026166437,0.352,0.322,1,"DAZAP1","Not Significant"
"PDHX",0.0344341728385663,-0.283170484821752,0.217,0.272,1,"PDHX","Not Significant"
"TTC39C",0.0344621379381058,0.551903159122288,0.119,0.085,1,"TTC39C","Not Significant"
"DNAJC30",0.0347849527476391,-0.28194664773489,0.095,0.137,1,"DNAJC30","Not Significant"
"AGAP1",0.0348355808526944,-0.347284723957643,0.195,0.246,1,"AGAP1","Not Significant"
"PLEKHA8",0.0349792741519739,0.540806489731493,0.129,0.096,1,"PLEKHA8","Not Significant"
"WDR77",0.0350862891482869,-0.36517407805091,0.143,0.189,1,"WDR77","Not Significant"
"APH1A",0.0350990818512536,-0.262515286607308,0.34,0.409,1,"APH1A","Not Significant"
"CEP295",0.0352271168805497,-0.448750150849259,0.101,0.141,1,"CEP295","Not Significant"
"PELI2",0.035284364694155,-0.523716475438754,0.091,0.129,1,"PELI2","Not Significant"
"C10orf88",0.0356557580680357,-0.382655348554699,0.099,0.139,1,"C10orf88","Not Significant"
"GGA2",0.0356658402903533,-0.390893256811154,0.085,0.123,1,"GGA2","Not Significant"
"CYHR1",0.0357414279491205,-0.419669762553421,0.155,0.2,1,"CYHR1","Not Significant"
"PIGK",0.035874342913159,-0.345027347607613,0.085,0.124,1,"PIGK","Not Significant"
"GOLGA6L10",0.0360365467539941,0.755860966783504,0.107,0.077,1,"GOLGA6L10","Not Significant"
"LUZP1",0.0361247541759181,0.630460110908717,0.241,0.21,1,"LUZP1","Not Significant"
"RSRC2",0.036190412941136,0.256806179271196,0.728,0.739,1,"RSRC2","Not Significant"
"KAT7",0.0363590276346261,0.578053929140049,0.157,0.123,1,"KAT7","Not Significant"
"SLC25A29",0.0363775108924351,-0.292788182948305,0.3,0.359,1,"SLC25A29","Not Significant"
"ZSWIM8",0.0364610440847431,-0.31618256739709,0.115,0.16,1,"ZSWIM8","Not Significant"
"STX17",0.0371725317851357,-0.406636137045881,0.083,0.12,1,"STX17","Not Significant"
"RMDN3",0.0373022788140686,-0.440543006891934,0.083,0.12,1,"RMDN3","Not Significant"
"CSK",0.0374801484539331,-0.486800082210969,0.101,0.139,1,"CSK","Not Significant"
"FBRSL1",0.0376794750129195,0.568518048861229,0.181,0.144,1,"FBRSL1","Not Significant"
"ELMOD3",0.0378141792262094,-0.444305541981064,0.083,0.12,1,"ELMOD3","Not Significant"
"CFL2",0.037836577691005,0.330578401131762,0.264,0.221,1,"CFL2","Not Significant"
"TUBGCP2",0.0379432333974333,-0.276172854169019,0.201,0.255,1,"TUBGCP2","Not Significant"
"EXOG",0.0379915558604825,-0.360478803153227,0.171,0.221,1,"EXOG","Not Significant"
"CETN3",0.0380612019344815,-0.337060662872675,0.239,0.289,1,"CETN3","Not Significant"
"ABHD10",0.038114599380103,-0.297318455555357,0.115,0.159,1,"ABHD10","Not Significant"
"STIM2",0.0385458672805088,-0.490300795697602,0.119,0.16,1,"STIM2","Not Significant"
"SHPRH",0.0386087874924468,-0.438657085643765,0.191,0.234,1,"SHPRH","Not Significant"
"MTX1",0.0389878045412511,-0.27319751790439,0.213,0.27,1,"MTX1","Not Significant"
"TOR1A",0.0396272192391441,-0.381473829878973,0.169,0.217,1,"TOR1A","Not Significant"
"RNPEP",0.0396662236072925,0.5753667772955,0.195,0.16,1,"RNPEP","Not Significant"
"DHX40",0.0399224370219952,0.515036926632748,0.141,0.107,1,"DHX40","Not Significant"
"SLC35C2",0.039962464081721,-0.389385804001983,0.133,0.175,1,"SLC35C2","Not Significant"
"RBM41",0.0402437471015053,-0.529138432830758,0.109,0.147,1,"RBM41","Not Significant"
"CPSF3L",0.0404518768881708,-0.264546590244331,0.264,0.328,1,"CPSF3L","Not Significant"
"CSTF2T",0.0404656693569936,-0.393223790766146,0.117,0.159,1,"CSTF2T","Not Significant"
"NCSTN",0.0405420020756282,0.532288731784587,0.163,0.128,1,"NCSTN","Not Significant"
"KLHL12",0.0405553269479739,-0.563998039886891,0.099,0.136,1,"KLHL12","Not Significant"
"E2F4",0.0405600491960521,0.476813610560784,0.183,0.146,1,"E2F4","Not Significant"
"RBM33",0.0406259843519795,-0.354017789574996,0.169,0.22,1,"RBM33","Not Significant"
"LETM1",0.0407497313001575,-0.298552490503164,0.157,0.206,1,"LETM1","Not Significant"
"CTNNA1",0.0407579762164017,0.463488333979541,0.306,0.274,1,"CTNNA1","Not Significant"
"MGA",0.0407727968738946,-0.40815529884925,0.117,0.159,1,"MGA","Not Significant"
"C15orf40",0.0408986633186365,-0.437998134628597,0.099,0.137,1,"C15orf40","Not Significant"
"TXNRD1",0.0411250209140846,0.58929609133912,0.239,0.205,1,"TXNRD1","Not Significant"
"NYAP2",0.0418011544769438,-0.406447794951297,0.089,0.126,1,"NYAP2","Not Significant"
"CDK12",0.041801417268605,-0.343629597378325,0.231,0.286,1,"CDK12","Not Significant"
"C21orf2",0.0419780758505189,-0.495509860678849,0.087,0.123,1,"C21orf2","Not Significant"
"SERPINE2",0.0421818121223452,0.380311979251834,0.167,0.129,1,"SERPINE2","Not Significant"
"CLN3",0.0421852684174486,-0.459983473224528,0.072,0.105,1,"CLN3","Not Significant"
"GSKIP",0.0423280429003455,-0.385213110333413,0.135,0.18,1,"GSKIP","Not Significant"
"AQR",0.042632283238228,-0.370705337493779,0.159,0.204,1,"AQR","Not Significant"
"PGAP2",0.0426654543523307,-0.397766268394131,0.095,0.132,1,"PGAP2","Not Significant"
"DPH2",0.0427257116496811,-0.545713559481856,0.068,0.1,1,"DPH2","Not Significant"
"FAM76A",0.0429502320876465,-0.422959817197917,0.074,0.108,1,"FAM76A","Not Significant"
"CBLL1",0.0430956687302611,0.650300090219529,0.141,0.109,1,"CBLL1","Not Significant"
"USP9X",0.0431637507446981,0.39508712564272,0.38,0.352,1,"USP9X","Not Significant"
"CAPN2",0.0434129309783118,0.448083702429426,0.171,0.136,1,"CAPN2","Not Significant"
"AC013461.1",0.0434504407557942,0.634604132121058,0.103,0.074,1,"AC013461.1","Not Significant"
"NUP88",0.0434871784984623,-0.431779539105405,0.131,0.173,1,"NUP88","Not Significant"
"SLC8A2",0.0437602859749301,-0.308523880278554,0.078,0.113,1,"SLC8A2","Not Significant"
"SEC11A",0.0440121194355981,0.258646305405194,0.541,0.527,1,"SEC11A","Not Significant"
"FAM175B",0.0440217458170571,-0.46782147133685,0.105,0.144,1,"FAM175B","Not Significant"
"RHBDD3",0.044072690513385,-0.391873070165964,0.101,0.14,1,"RHBDD3","Not Significant"
"G2E3",0.0441450746749426,-0.381800422946019,0.197,0.247,1,"G2E3","Not Significant"
"SP3",0.044493924382923,0.395428888059008,0.183,0.145,1,"SP3","Not Significant"
"SMPD1",0.0445041692415984,-0.317279890449845,0.087,0.125,1,"SMPD1","Not Significant"
"PTPRS",0.0445850049282664,0.284742193659055,0.483,0.444,1,"PTPRS","Not Significant"
"BRMS1L",0.0448869192028571,-0.410004007880656,0.109,0.147,1,"BRMS1L","Not Significant"
"PSMG2",0.0449238719985849,0.291699159954538,0.41,0.375,1,"PSMG2","Not Significant"
"PICALM",0.0450310418524116,-0.28409675333969,0.177,0.228,1,"PICALM","Not Significant"
"SH3PXD2A",0.0450400086500157,-0.33712363023915,0.091,0.13,1,"SH3PXD2A","Not Significant"
"VARS",0.0451260026979039,-0.251660451871824,0.183,0.232,1,"VARS","Not Significant"
"COPA",0.0452566116391667,0.333736608278551,0.322,0.29,1,"COPA","Not Significant"
"MTA1",0.04547401922984,0.425847125429825,0.296,0.261,1,"MTA1","Not Significant"
"CLIP2",0.0456095220817484,-0.357020934512201,0.111,0.15,1,"CLIP2","Not Significant"
"THOC3",0.0457898880856237,-0.321435346542414,0.163,0.208,1,"THOC3","Not Significant"
"RRP36",0.0458395290874311,-0.423070445910751,0.129,0.17,1,"RRP36","Not Significant"
"BACE1",0.0458880952485706,-0.51583006385587,0.083,0.117,1,"BACE1","Not Significant"
"ACOT13",0.0460060760458432,-0.339176097847671,0.141,0.184,1,"ACOT13","Not Significant"
"TBL1XR1",0.0460746120312281,0.371940778681958,0.402,0.378,1,"TBL1XR1","Not Significant"
"NFX1",0.0464121821243117,-0.474289697830537,0.072,0.105,1,"NFX1","Not Significant"
"PINX1",0.0464132626933128,-0.399278889375756,0.082,0.116,1,"PINX1","Not Significant"
"EIF2B5",0.0465086363575907,-0.262829791361716,0.139,0.185,1,"EIF2B5","Not Significant"
"SLC25A44",0.0465323219577365,-0.363081525958588,0.082,0.116,1,"SLC25A44","Not Significant"
"EIF4A3",0.0466088587841293,0.29314851755508,0.431,0.404,1,"EIF4A3","Not Significant"
"TMEM223",0.0466653989641846,-0.427678970954622,0.107,0.146,1,"TMEM223","Not Significant"
"JUND",0.0467143057855424,0.425871497629752,0.342,0.311,1,"JUND","Not Significant"
"UBE2QL1",0.0467965776850074,0.523530292849956,0.101,0.072,1,"UBE2QL1","Not Significant"
"MMAB",0.0468082597010093,-0.320904150703809,0.193,0.243,1,"MMAB","Not Significant"
"LPGAT1",0.0468974526143931,-0.318050599096783,0.131,0.175,1,"LPGAT1","Not Significant"
"SLU7",0.0470602182810114,0.313797119572248,0.382,0.352,1,"SLU7","Not Significant"
"SLC7A6OS",0.0471149081865132,0.590509766537067,0.157,0.125,1,"SLC7A6OS","Not Significant"
"NIP7",0.04712197184054,0.601503584287511,0.195,0.163,1,"NIP7","Not Significant"
"PRPF38A",0.0471582991943706,0.354299813873147,0.27,0.236,1,"PRPF38A","Not Significant"
"TUSC1",0.0472631199761598,-0.530115254637843,0.072,0.104,1,"TUSC1","Not Significant"
"TAF2",0.0476012381320549,-0.402622862350345,0.08,0.114,1,"TAF2","Not Significant"
"RAB23",0.0479171285578824,-0.439831006173643,0.072,0.105,1,"RAB23","Not Significant"
"NAMPT",0.0479613380784168,-0.258944152113012,0.141,0.187,1,"NAMPT","Not Significant"
"YTHDF3",0.0480167586194467,0.42674824841655,0.145,0.111,1,"YTHDF3","Not Significant"
"TMEM18",0.0481007715190899,0.467342638555712,0.217,0.181,1,"TMEM18","Not Significant"
"ARMC10",0.0484241939034772,-0.367795343687488,0.177,0.224,1,"ARMC10","Not Significant"
"PPIL2",0.0484617590048104,-0.515893299597836,0.074,0.106,1,"PPIL2","Not Significant"
"LARP7",0.0484920370536291,0.384861213833059,0.362,0.335,1,"LARP7","Not Significant"
"TRIB1",0.0485588710801199,-0.594218458873669,0.085,0.119,1,"TRIB1","Not Significant"
"PCGF6",0.0488402119866077,-0.373892700265468,0.123,0.164,1,"PCGF6","Not Significant"
"IRF2BP1",0.049114311367569,-0.327201448541442,0.107,0.146,1,"IRF2BP1","Not Significant"
"NAPG",0.0491171230017391,-0.298512798181355,0.173,0.222,1,"NAPG","Not Significant"
"HCFC2",0.0495617896923461,-0.39522987918467,0.089,0.125,1,"HCFC2","Not Significant"
"USP16",0.0497829289717605,0.2861811363003,0.38,0.338,1,"USP16","Not Significant"
"RP5-1042K10.10",0.0498005255305581,0.662562772937707,0.103,0.075,1,"RP5-1042K10.10","Not Significant"
"ANKRD26",0.0500576387045373,-0.286183914673309,0.268,0.32,1,"ANKRD26","Not Significant"
"FCHO1",0.0504362612183156,-0.321453306903795,0.097,0.134,1,"FCHO1","Not Significant"
"PRMT7",0.0504817502555612,-0.532095212361704,0.078,0.11,1,"PRMT7","Not Significant"
"ZNF781",0.0506335540803162,-0.660692218195895,0.08,0.111,1,"ZNF781","Not Significant"
"SRSF6",0.0507302270240135,0.416837379462458,0.352,0.324,1,"SRSF6","Not Significant"
"WDR6",0.0507513028630873,0.394398767769513,0.209,0.173,1,"WDR6","Not Significant"
"MTPAP",0.0508961110389499,-0.363552212544122,0.111,0.15,1,"MTPAP","Not Significant"
"FAM222B",0.0510620234006326,-0.356074540915479,0.105,0.142,1,"FAM222B","Not Significant"
"UTP18",0.0512509875087152,0.357119616235677,0.302,0.267,1,"UTP18","Not Significant"
"ATRNL1",0.0513990861946936,-0.278127243097274,0.08,0.114,1,"ATRNL1","Not Significant"
"ADIPOR1",0.0514603912359117,-0.326989162109129,0.205,0.251,1,"ADIPOR1","Not Significant"
"LYRM9",0.0515340075673014,-0.450269855008028,0.103,0.139,1,"LYRM9","Not Significant"
"TCHP",0.0515708759296885,0.444871150978414,0.107,0.077,1,"TCHP","Not Significant"
"ABCC5",0.0519437926721222,-0.462773979417902,0.109,0.146,1,"ABCC5","Not Significant"
"USP12",0.0521335005362996,-0.286625490804557,0.068,0.1,1,"USP12","Not Significant"
"RBBP4",0.052429536645308,0.267576861917372,0.59,0.579,1,"RBBP4","Not Significant"
"BCL10",0.0524743733651379,0.508725947075142,0.169,0.136,1,"BCL10","Not Significant"
"TNFAIP8L1",0.0527528337594887,-0.369387882506355,0.085,0.12,1,"TNFAIP8L1","Not Significant"
"CXXC1",0.0529406712697646,-0.314662525982149,0.147,0.191,1,"CXXC1","Not Significant"
"MED8",0.0529901825301353,-0.343425804034112,0.161,0.205,1,"MED8","Not Significant"
"ZNF254",0.0531612765070327,0.503665065048534,0.183,0.146,1,"ZNF254","Not Significant"
"UBA3",0.0532223471698224,-0.261017785279417,0.199,0.249,1,"UBA3","Not Significant"
"CEP68",0.0532425276166512,-0.334327527116173,0.117,0.155,1,"CEP68","Not Significant"
"PSEN1",0.0532432435992848,0.479693806283861,0.217,0.182,1,"PSEN1","Not Significant"
"DNAJC1",0.0537950392554465,-0.336443666414766,0.211,0.257,1,"DNAJC1","Not Significant"
"ZNF692",0.0538840478220033,-0.438565619303936,0.161,0.201,1,"ZNF692","Not Significant"
"PMS1",0.0538944492135609,-0.374358757731069,0.109,0.147,1,"PMS1","Not Significant"
"FRMD4A",0.0540884360774564,0.305906953192214,0.249,0.208,1,"FRMD4A","Not Significant"
"GNA12",0.0541177289493105,-0.287208253500821,0.076,0.11,1,"GNA12","Not Significant"
"BCAS4",0.0541727984918669,0.499955605849555,0.141,0.11,1,"BCAS4","Not Significant"
"UVRAG",0.0544222893212494,-0.306609528949465,0.169,0.214,1,"UVRAG","Not Significant"
"RNF185",0.054504947762186,-0.625180216122109,0.072,0.102,1,"RNF185","Not Significant"
"ZNF668",0.054718356169466,-0.398048678673778,0.097,0.133,1,"ZNF668","Not Significant"
"TMEM246",0.05477080282208,-0.306185260529537,0.153,0.196,1,"TMEM246","Not Significant"
"LPIN1",0.0548314165797094,0.418572035146937,0.217,0.18,1,"LPIN1","Not Significant"
"ELP3",0.055189333723951,-0.388595071018513,0.101,0.137,1,"ELP3","Not Significant"
"NIPSNAP3A",0.0554036783546351,-0.270970758487749,0.199,0.248,1,"NIPSNAP3A","Not Significant"
"CNDP2",0.0555826021032485,-0.359472963860795,0.171,0.218,1,"CNDP2","Not Significant"
"HMG20A",0.0557666776027882,-0.311159972990991,0.107,0.145,1,"HMG20A","Not Significant"
"TMEM131",0.0558396160994297,0.56597355107216,0.127,0.098,1,"TMEM131","Not Significant"
"MAP3K2",0.0559563050819287,0.410772485314296,0.185,0.149,1,"MAP3K2","Not Significant"
"EIF4G3",0.0563142053374255,-0.262242774496905,0.268,0.32,1,"EIF4G3","Not Significant"
"CRCP",0.0566435980492844,0.333593079472195,0.239,0.2,1,"CRCP","Not Significant"
"LIX1L",0.0566613076156197,0.619369933550807,0.165,0.136,1,"LIX1L","Not Significant"
"HCN3",0.0568840357838234,-0.341435971419412,0.076,0.109,1,"HCN3","Not Significant"
"FAM104B",0.0569473641500428,-0.330659936771075,0.123,0.163,1,"FAM104B","Not Significant"
"AHI1",0.0569784341898771,-0.735765699322133,0.08,0.11,1,"AHI1","Not Significant"
"SQSTM1",0.0569899591194579,-0.263472904176964,0.318,0.375,1,"SQSTM1","Not Significant"
"CHERP",0.0571893595867265,-0.262292277648714,0.177,0.223,1,"CHERP","Not Significant"
"ASUN",0.0571916402489332,-0.268204996091168,0.103,0.14,1,"ASUN","Not Significant"
"C12orf75",0.0572679962872592,0.481874712576007,0.181,0.148,1,"C12orf75","Not Significant"
"FBXL5",0.0574848329801439,-0.25874115368104,0.225,0.277,1,"FBXL5","Not Significant"
"DCHS1",0.057523486497422,0.553632851349054,0.139,0.109,1,"DCHS1","Not Significant"
"ZNF891",0.0575923421428905,-0.416630843992131,0.083,0.118,1,"ZNF891","Not Significant"
"ZNF71",0.0578438044214693,0.407818136351228,0.207,0.173,1,"ZNF71","Not Significant"
"SCRT1",0.0578682967257359,-0.366797004689595,0.07,0.101,1,"SCRT1","Not Significant"
"ASAP2",0.0579248219955437,0.317961778384937,0.254,0.217,1,"ASAP2","Not Significant"
"STOX2",0.0580716019646606,0.32377329689616,0.211,0.176,1,"STOX2","Not Significant"
"FAM118B",0.0583247861375155,-0.421714876611524,0.139,0.178,1,"FAM118B","Not Significant"
"DNAJC9",0.0584762902080675,0.272841324697421,0.171,0.135,1,"DNAJC9","Not Significant"
"PEX14",0.0588496629420998,-0.414427770868647,0.097,0.132,1,"PEX14","Not Significant"
"PHF6",0.0588641623366915,0.384704429581731,0.304,0.271,1,"PHF6","Not Significant"
"C2orf49",0.0589013989136414,-0.369424123063337,0.082,0.114,1,"C2orf49","Not Significant"
"WAC",0.0592911382873413,0.265894448546899,0.443,0.419,1,"WAC","Not Significant"
"GNL2",0.0593354804844015,-0.293599398166875,0.181,0.227,1,"GNL2","Not Significant"
"MTRF1L",0.0594258990599753,0.508336211828222,0.223,0.19,1,"MTRF1L","Not Significant"
"RBM12",0.0595567418275712,0.518765716112282,0.131,0.1,1,"RBM12","Not Significant"
"FBXO28",0.0596591513572772,-0.475238735297311,0.082,0.113,1,"FBXO28","Not Significant"
"CPSF4",0.0596602232930341,0.407670519658236,0.191,0.155,1,"CPSF4","Not Significant"
"TACC1",0.059700114977889,-0.276425577902427,0.111,0.149,1,"TACC1","Not Significant"
"PHTF1",0.0597266594223539,0.31478328821014,0.179,0.142,1,"PHTF1","Not Significant"
"CEBPG",0.0597703950965611,0.426563013379733,0.233,0.198,1,"CEBPG","Not Significant"
"PPIL3",0.0604363625203849,0.293562866741691,0.294,0.262,1,"PPIL3","Not Significant"
"ATE1",0.060630869927703,0.469394405088309,0.117,0.087,1,"ATE1","Not Significant"
"MBOAT2",0.0606918711366355,-0.26013391161714,0.211,0.255,1,"MBOAT2","Not Significant"
"MED22",0.0607206863267863,-0.260404272745514,0.147,0.191,1,"MED22","Not Significant"
"ZNF48",0.0609639595868493,0.361954504847621,0.264,0.231,1,"ZNF48","Not Significant"
"C1orf50",0.0614459421884568,0.517108565586616,0.151,0.12,1,"C1orf50","Not Significant"
"CHM",0.0615954196122056,-0.510328193954655,0.08,0.111,1,"CHM","Not Significant"
"BRAP",0.0617429279078706,0.505351559806446,0.129,0.099,1,"BRAP","Not Significant"
"ARMCX5",0.0625997203042452,-0.347953635672937,0.111,0.148,1,"ARMCX5","Not Significant"
"SSSCA1",0.0626942782178089,0.586226942820526,0.137,0.108,1,"SSSCA1","Not Significant"
"ING3",0.062829777535976,0.371983127725926,0.199,0.162,1,"ING3","Not Significant"
"RNF103",0.0638353894519301,0.63596246876479,0.117,0.089,1,"RNF103","Not Significant"
"RAB11FIP2",0.0638466609800943,-0.330605605393581,0.141,0.182,1,"RAB11FIP2","Not Significant"
"PPP2R4",0.0639286281559507,0.476300560742052,0.171,0.137,1,"PPP2R4","Not Significant"
"MBD4",0.064064093584367,-0.272963189278815,0.241,0.29,1,"MBD4","Not Significant"
"IPO5",0.0640731959316145,0.417501955841064,0.231,0.196,1,"IPO5","Not Significant"
"TAF3",0.0641294032680504,0.402148788446268,0.231,0.199,1,"TAF3","Not Significant"
"CEP41",0.0643144866664242,-0.36533880934715,0.101,0.135,1,"CEP41","Not Significant"
"ZNF605",0.0644606217563897,-0.260472095990983,0.187,0.232,1,"ZNF605","Not Significant"
"ST8SIA1",0.0645660161794757,0.507002821449187,0.119,0.09,1,"ST8SIA1","Not Significant"
"MIOS",0.0649049112376957,-0.347150840474399,0.082,0.113,1,"MIOS","Not Significant"
"AAAS",0.0649405195640773,0.586188745031498,0.179,0.149,1,"AAAS","Not Significant"
"GPRASP2",0.0652435942727125,-0.581119931211092,0.076,0.105,1,"GPRASP2","Not Significant"
"TP53RK",0.0652929600596414,0.405870378554586,0.286,0.259,1,"TP53RK","Not Significant"
"SEC23B",0.0654108830508291,-0.257545651468844,0.183,0.228,1,"SEC23B","Not Significant"
"TRIP12",0.0659622551659602,0.422321185975875,0.185,0.155,1,"TRIP12","Not Significant"
"COX15",0.0665796975573297,-0.326450494966211,0.082,0.113,1,"COX15","Not Significant"
"SEC22B",0.0666650359289063,0.490758140058418,0.161,0.13,1,"SEC22B","Not Significant"
"CCDC167",0.0667455613244684,0.305297512060224,0.461,0.449,1,"CCDC167","Not Significant"
"NOC2L",0.0670719886522068,-0.312924359718575,0.3,0.349,1,"NOC2L","Not Significant"
"ATPAF2",0.067176682290898,0.502277686244383,0.119,0.09,1,"ATPAF2","Not Significant"
"OGFOD1",0.0673737144713638,-0.442636271363911,0.117,0.152,1,"OGFOD1","Not Significant"
"SAFB",0.0675646645608964,0.265827456495486,0.396,0.358,1,"SAFB","Not Significant"
"JKAMP",0.0684316976861651,0.411602781776432,0.209,0.176,1,"JKAMP","Not Significant"
"PGM3",0.0689053881444745,0.62933545317816,0.137,0.108,1,"PGM3","Not Significant"
"LEPROT",0.0692758096343564,0.286603478935337,0.354,0.319,1,"LEPROT","Not Significant"
"HIC2",0.0695062504151882,-0.489279157054691,0.093,0.125,1,"HIC2","Not Significant"
"KCTD6",0.0696808594232124,0.680354585771558,0.215,0.189,1,"KCTD6","Not Significant"
"TSPAN4",0.0697258626424923,0.572678062342158,0.113,0.086,1,"TSPAN4","Not Significant"
"IST1",0.0697810190526962,0.407137271433437,0.264,0.234,1,"IST1","Not Significant"
"BPGM",0.0701765995289314,0.307111064717662,0.318,0.286,1,"BPGM","Not Significant"
"ZFP1",0.0701768505268193,-0.284490959600016,0.139,0.179,1,"ZFP1","Not Significant"
"ATF2",0.0702285652191259,-0.376734557470615,0.167,0.207,1,"ATF2","Not Significant"
"NFIX",0.0702853906608018,-0.308934368657453,0.143,0.184,1,"NFIX","Not Significant"
"CCNDBP1",0.0703893021674287,-0.261555285990979,0.141,0.181,1,"CCNDBP1","Not Significant"
"VRK3",0.0703936008630049,0.372845764259289,0.199,0.167,1,"VRK3","Not Significant"
"UTP23",0.0706832199713826,-0.320123658648683,0.131,0.168,1,"UTP23","Not Significant"
"EXOSC9",0.0708709058093142,-0.346556655213491,0.141,0.18,1,"EXOSC9","Not Significant"
"LRRC28",0.0710452865049164,-0.493324672474314,0.08,0.11,1,"LRRC28","Not Significant"
"POLL",0.0716873150133251,-0.441374116319948,0.074,0.103,1,"POLL","Not Significant"
"PHLDB1",0.0718758948423652,-0.393143593712122,0.083,0.115,1,"PHLDB1","Not Significant"
"CENPJ",0.0726584871199436,-0.441463683988654,0.082,0.111,1,"CENPJ","Not Significant"
"ZNF704",0.0728753830120049,0.527736093046938,0.163,0.134,1,"ZNF704","Not Significant"
"TRMT11",0.0730516266333602,0.419627107749786,0.209,0.178,1,"TRMT11","Not Significant"
"BEGAIN",0.0730622082808031,-0.357301956371765,0.083,0.115,1,"BEGAIN","Not Significant"
"NXPE3",0.0731839960793366,-0.455560715832171,0.085,0.116,1,"NXPE3","Not Significant"
"CLHC1",0.0732108470262553,-0.563186879022085,0.074,0.102,1,"CLHC1","Not Significant"
"FOXK2",0.0732431233947955,-0.365622469254284,0.074,0.104,1,"FOXK2","Not Significant"
"SUPV3L1",0.0735942932222498,-0.294938248791984,0.093,0.127,1,"SUPV3L1","Not Significant"
"SURF4",0.0738322109491634,0.305981609230752,0.284,0.25,1,"SURF4","Not Significant"
"TMED7",0.0738346427304457,0.470168133416058,0.145,0.114,1,"TMED7","Not Significant"
"TANK",0.0738980559521418,0.266016477657307,0.423,0.402,1,"TANK","Not Significant"
"TMEM41A",0.0740770519175343,0.634075042324313,0.109,0.084,1,"TMEM41A","Not Significant"
"LYPLAL1",0.0743590394058092,-0.38225391030125,0.125,0.162,1,"LYPLAL1","Not Significant"
"C1orf174",0.0745478653174986,-0.372919457611059,0.133,0.171,1,"C1orf174","Not Significant"
"SFMBT1",0.0745703500425779,-0.298565991310928,0.074,0.104,1,"SFMBT1","Not Significant"
"ZBED1",0.0746527487574905,0.589744500680912,0.107,0.081,1,"ZBED1","Not Significant"
"EIF1AD",0.0748081387006775,-0.301905959679915,0.072,0.102,1,"EIF1AD","Not Significant"
"SARNP",0.0750385004212374,0.547409138765264,0.121,0.093,1,"SARNP","Not Significant"
"SLC16A1",0.0750904325409572,-0.320578831973711,0.113,0.148,1,"SLC16A1","Not Significant"
"APTX",0.0750980713564395,-0.349070414055638,0.133,0.17,1,"APTX","Not Significant"
"COG7",0.075273804820012,-0.438047871631771,0.076,0.105,1,"COG7","Not Significant"
"ASIC1",0.0752964501150279,0.707580474625151,0.101,0.076,1,"ASIC1","Not Significant"
"C19orf48",0.075322572739075,-0.409320770220909,0.093,0.124,1,"C19orf48","Not Significant"
"MEGF9",0.0753235461284073,0.488111709147152,0.221,0.189,1,"MEGF9","Not Significant"
"GCDH",0.0753398172375498,0.665417477748133,0.101,0.076,1,"GCDH","Not Significant"
"NOL4L",0.075387542656813,0.331671711149187,0.25,0.216,1,"NOL4L","Not Significant"
"NIPBL",0.075576381440783,0.280132651533893,0.439,0.429,1,"NIPBL","Not Significant"
"ZNF12",0.0767889967533277,-0.355430623109686,0.119,0.155,1,"ZNF12","Not Significant"
"CYLD",0.0768582147383258,-0.465904516470073,0.083,0.113,1,"CYLD","Not Significant"
"UBR2",0.077336781247368,-0.504635817696264,0.078,0.107,1,"UBR2","Not Significant"
"KCTD5",0.077807036016605,-0.258294826158432,0.185,0.231,1,"KCTD5","Not Significant"
"XAB2",0.0781328080230268,-0.297134810335,0.133,0.171,1,"XAB2","Not Significant"
"TM9SF3",0.0783134501203078,-0.272876060801159,0.247,0.292,1,"TM9SF3","Not Significant"
"CYSTM1",0.0783446531468826,-0.28592989127592,0.115,0.15,1,"CYSTM1","Not Significant"
"KRBOX4",0.0785307166919507,-0.541192727203418,0.097,0.128,1,"KRBOX4","Not Significant"
"FAM215B",0.0786129816038567,-0.297365938289477,0.473,0.516,1,"FAM215B","Not Significant"
"INPP5K",0.0788373797716063,-0.41256523763594,0.093,0.125,1,"INPP5K","Not Significant"
"DDRGK1",0.0792505759171504,-0.268458488001074,0.27,0.317,1,"DDRGK1","Not Significant"
"CALCOCO2",0.0796725894393604,0.58265917783579,0.105,0.078,1,"CALCOCO2","Not Significant"
"FGFR1OP2",0.0799525467882497,0.374835323831528,0.29,0.26,1,"FGFR1OP2","Not Significant"
"MFSD11",0.0801433675646713,-0.40711790104567,0.107,0.14,1,"MFSD11","Not Significant"
"HADH",0.0807241614239401,-0.261352052122208,0.159,0.199,1,"HADH","Not Significant"
"WNT2B",0.0808294347619611,-0.358286362451808,0.076,0.105,1,"WNT2B","Not Significant"
