"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significant"
"DOC2A",2.46450184669903e-12,0.820366586031408,0.1,0.042,4.87527755314003e-08,"DOC2A","Dorsal"
"RIT1",2.47288961931444e-12,0.335702425796715,0.215,0.123,4.89187024492782e-08,"RIT1","Not Significant"
"FBXO7",2.64601634422387e-12,0.291519676243812,0.293,0.184,5.23434953214367e-08,"FBXO7","Not Significant"
"CADPS",2.67102933597899e-12,-1.20287051038469,0.125,0.189,5.28383023243365e-08,"CADPS","Ventral"
"WDR75",2.71482260562053e-12,0.629781570852001,0.14,0.071,5.37046207843854e-08,"WDR75","Dorsal"
"HSPA14",2.79718385854548e-12,0.358479043940632,0.196,0.11,5.53338910897467e-08,"HSPA14","Not Significant"
"PIGF",2.80557261111289e-12,0.284729877314224,0.296,0.186,5.54998373930351e-08,"PIGF","Not Significant"
"C19orf81",2.99321237961285e-12,0.59118289126413,0.114,0.051,5.92117272935015e-08,"C19orf81","Dorsal"
"GAA",3.03868336146696e-12,0.686050010118362,0.122,0.058,6.01112342565394e-08,"GAA","Dorsal"
"POLI",3.1004297295695e-12,0.669363132663635,0.107,0.047,6.13327009103439e-08,"POLI","Dorsal"
"OLFM2",3.19536895542241e-12,-0.782303793699067,0.185,0.258,6.32107886761661e-08,"OLFM2","Ventral"
"SMAD9",3.27582317876625e-12,0.648871304405396,0.144,0.074,6.48023341223539e-08,"SMAD9","Dorsal"
"FEZ1",3.4439063249829e-12,-0.2772100643965,0.816,0.807,6.81273549208118e-08,"FEZ1","Not Significant"
"DHX40",3.47740921987705e-12,0.422151078443327,0.193,0.109,6.87901091876078e-08,"DHX40","Not Significant"
"GADD45G",3.48528667672386e-12,0.818066216617737,0.423,0.329,6.89459410389514e-08,"GADD45G","Dorsal"
"SNU13",3.560955547194e-12,-0.33084209042327,0.779,0.732,7.04428226345916e-08,"SNU13","Not Significant"
"C14orf119",3.63747287999172e-12,0.437759613198235,0.214,0.126,7.19564885119962e-08,"C14orf119","Not Significant"
"BAIAP2",3.69505863376192e-12,0.315812114758897,0.308,0.197,7.30956498930782e-08,"BAIAP2","Not Significant"
"NKAIN4",3.81472554098443e-12,0.471573323280019,0.171,0.093,7.5462900651754e-08,"NKAIN4","Not Significant"
"FLOT2",4.30480856717442e-12,0.696455273206408,0.104,0.045,8.51577230758444e-08,"FLOT2","Dorsal"
"ZBTB16",4.34743611784919e-12,0.661561698448564,0.111,0.05,8.60009812832926e-08,"ZBTB16","Dorsal"
"MAGI2",4.387914020362e-12,-1.38879719594565,0.075,0.131,8.6801715150801e-08,"MAGI2","Ventral"
"FAM53C",4.46024105428564e-12,0.333695381947999,0.259,0.16,8.82324885358785e-08,"FAM53C","Not Significant"
"SRFBP1",4.49022618015129e-12,0.416710395897845,0.192,0.109,8.88256542957528e-08,"SRFBP1","Not Significant"
"SHKBP1",4.55823726556814e-12,0.532808517205749,0.113,0.051,9.01710495874689e-08,"SHKBP1","Dorsal"
"ATP6V1H",4.62610582370074e-12,-0.576151683423453,0.397,0.44,9.15136254044481e-08,"ATP6V1H","Ventral"
"PINX1",4.82774585549568e-12,0.414833107896197,0.122,0.057,9.55024685134155e-08,"PINX1","Not Significant"
"CCS",4.86901617291976e-12,0.371179076456096,0.198,0.113,9.63188779326988e-08,"CCS","Not Significant"
"RFFL",4.90182931001113e-12,0.807445229310544,0.1,0.043,9.69679874106402e-08,"RFFL","Dorsal"
"UBE2V2",4.92564438218621e-12,-0.375296468819819,0.718,0.677,9.74390971684076e-08,"UBE2V2","Not Significant"
"HTATSF1",5.05661595258396e-12,-0.577694984918276,0.511,0.519,1.00029976774016e-07,"HTATSF1","Ventral"
"GSS",5.12154335278219e-12,0.377777014724367,0.201,0.115,1.01314370604737e-07,"GSS","Not Significant"
"TIMM10B",5.23852401544793e-12,0.621917890208826,0.137,0.07,1.03628482073591e-07,"TIMM10B","Dorsal"
"MTIF3",5.28429635505315e-12,0.250590723234419,0.37,0.244,1.04533950495662e-07,"MTIF3","Not Significant"
"USP9X",5.36575139285902e-12,0.269735546967285,0.364,0.243,1.06145294053537e-07,"USP9X","Not Significant"
"CBX1",5.44239875809982e-12,-0.326984002616774,0.782,0.742,1.07661532232731e-07,"CBX1","Not Significant"
"SS18",5.48797104883544e-12,0.289355261527167,0.201,0.114,1.08563043288063e-07,"SS18","Not Significant"
"ZNF93",5.57902129507215e-12,0.570431362233648,0.118,0.055,1.10364199259117e-07,"ZNF93","Dorsal"
"SDC2",5.74163995994896e-12,0.478625309735015,0.125,0.061,1.1358112168771e-07,"SDC2","Not Significant"
"TSHZ2",5.80787137861962e-12,-1.58137630284183,0.116,0.175,1.14891311611853e-07,"TSHZ2","Ventral"
"NUDT16",5.83261943426851e-12,0.825948885482267,0.108,0.049,1.153808776487e-07,"NUDT16","Dorsal"
"C1orf27",6.25223164840324e-12,0.327798229669277,0.208,0.12,1.23681646468713e-07,"C1orf27","Not Significant"
"GNG4",6.41198667374307e-12,-0.919437286588311,0.289,0.338,1.26841920379985e-07,"GNG4","Ventral"
"MOCS2",7.37626092455159e-12,0.353433515442758,0.267,0.168,1.4591719360948e-07,"MOCS2","Not Significant"
"DST",7.56380857784706e-12,-0.644385166474794,0.356,0.406,1.4962726128697e-07,"DST","Ventral"
"FANCF",7.63448199611667e-12,0.419013601634175,0.161,0.086,1.5102532284718e-07,"FANCF","Not Significant"
"GGA2",7.77467110679255e-12,0.492221219029668,0.148,0.078,1.5379854383457e-07,"GGA2","Not Significant"
"PRPF4",7.87442614322171e-12,0.284660619292342,0.235,0.14,1.55771897965212e-07,"PRPF4","Not Significant"
"MMS19",7.91171626521764e-12,0.68218569271988,0.119,0.057,1.56509571158535e-07,"MMS19","Dorsal"
"EIF3J-AS1",8.21748799265368e-12,0.653911821838205,0.152,0.083,1.62558347470675e-07,"EIF3J-AS1","Dorsal"
"SESN2",8.22247200688344e-12,0.657584388838087,0.143,0.075,1.62656941240168e-07,"SESN2","Dorsal"
"SRGAP2C",8.36829613626438e-12,0.367247916867917,0.24,0.146,1.65541634167582e-07,"SRGAP2C","Not Significant"
"SNX17",8.41642404366179e-12,0.374710706351272,0.219,0.131,1.66493700431718e-07,"SNX17","Not Significant"
"KLHL5",8.88255368209625e-12,0.394147303033682,0.172,0.096,1.75714676939228e-07,"KLHL5","Not Significant"
"AACS",9.01468611467786e-12,0.431611751493801,0.189,0.108,1.78328520720557e-07,"AACS","Not Significant"
"ING5",9.16976403527193e-12,0.38848353339892,0.126,0.061,1.81396272145749e-07,"ING5","Not Significant"
"EXOSC3",9.25338645241254e-12,0.614946145547737,0.132,0.066,1.83050490801625e-07,"EXOSC3","Dorsal"
"ABCB7",9.28222008910342e-12,0.470762081832024,0.13,0.064,1.83620877802644e-07,"ABCB7","Not Significant"
"NOP2",9.39894162529974e-12,0.70163588064415,0.108,0.049,1.8592986323168e-07,"NOP2","Dorsal"
"AFF3",9.82633015911221e-12,0.731311548613081,0.156,0.085,1.94384463207558e-07,"AFF3","Dorsal"
"TNFRSF10B",1.02449496194727e-11,0.659818052454185,0.116,0.055,2.0266559337241e-07,"TNFRSF10B","Dorsal"
"DNAJA3",1.04236038683642e-11,0.430588253870647,0.188,0.107,2.0619973172398e-07,"DNAJA3","Not Significant"
"ZNF146",1.06043112811794e-11,0.308456809888978,0.295,0.189,2.0977448576429e-07,"ZNF146","Not Significant"
"EXOC7",1.10039580362285e-11,-0.756251280711863,0.298,0.351,2.17680297872673e-07,"EXOC7","Ventral"
"ICE2",1.10627536808469e-11,0.528285898297866,0.136,0.069,2.18843393314513e-07,"ICE2","Dorsal"
"USB1",1.11014559015175e-11,0.319639824652203,0.258,0.159,2.19609000643819e-07,"USB1","Not Significant"
"SMC1A",1.15810690831147e-11,0.263957370340725,0.351,0.234,2.29096708602176e-07,"SMC1A","Not Significant"
"ZNF24",1.16877290833673e-11,0.288622291571892,0.401,0.273,2.31206656727172e-07,"ZNF24","Not Significant"
"SF3B3",1.20097711393985e-11,0.265162287220842,0.223,0.132,2.37577292679582e-07,"SF3B3","Not Significant"
"AP3M1",1.22053075530032e-11,0.393424998984821,0.17,0.094,2.4144539401351e-07,"AP3M1","Not Significant"
"CITED1",1.27814521877126e-11,0.596319315948465,0.106,0.047,2.5284268717733e-07,"CITED1","Dorsal"
"SCRT2",1.28791268559139e-11,-1.16351720104809,0.078,0.135,2.54774887463689e-07,"SCRT2","Ventral"
"RER1",1.29897443734258e-11,0.27885836340155,0.272,0.17,2.56963123195109e-07,"RER1","Not Significant"
"SLC6A15",1.34344224430067e-11,0.819913913921082,0.115,0.055,2.65759744767558e-07,"SLC6A15","Dorsal"
"HCCS",1.34907513841917e-11,0.638893906465428,0.101,0.045,2.66874043882079e-07,"HCCS","Dorsal"
"KIAA1143",1.35198402415862e-11,0.349224106927998,0.245,0.151,2.67449479659059e-07,"KIAA1143","Not Significant"
"TPD52",1.39173524620601e-11,0.774546199349732,0.104,0.047,2.75313066404472e-07,"TPD52","Dorsal"
"FKBP14",1.40562443884596e-11,0.783194869630715,0.104,0.047,2.78060626492507e-07,"FKBP14","Dorsal"
"PEX19",1.42612554501576e-11,0.438540365296399,0.173,0.097,2.82116155315019e-07,"PEX19","Not Significant"
"ING3",1.44530947441046e-11,0.258885108885394,0.225,0.133,2.85911120227878e-07,"ING3","Not Significant"
"IVD",1.45876734131522e-11,0.501600796420502,0.151,0.08,2.88573355458977e-07,"IVD","Dorsal"
"DRAP1",1.49713549516348e-11,-0.395113306264574,0.645,0.622,2.96163343653239e-07,"DRAP1","Not Significant"
"TBK1",1.55867176058914e-11,0.649517716833999,0.114,0.054,3.08336447679744e-07,"TBK1","Dorsal"
"LLPH",1.58844999332324e-11,0.308645058202663,0.247,0.151,3.14227177679202e-07,"LLPH","Not Significant"
"SORD",1.60236641137328e-11,0.418938090466763,0.147,0.076,3.16980123497863e-07,"SORD","Not Significant"
"IARS",1.62305553128283e-11,0.322333281390107,0.236,0.143,3.2107284519837e-07,"IARS","Not Significant"
"FOXK1",1.63775377094136e-11,0.618732651339923,0.151,0.081,3.2398045096762e-07,"FOXK1","Dorsal"
"SEH1L",1.64076756765847e-11,0.619376941605466,0.118,0.056,3.24576640234199e-07,"SEH1L","Dorsal"
"NSFL1C",1.7514482797111e-11,-0.652589214292224,0.445,0.459,3.4647149869245e-07,"NSFL1C","Ventral"
"NTMT1",1.75725699089668e-11,0.339300433269529,0.292,0.187,3.47620577939181e-07,"NTMT1","Not Significant"
"PNKD",1.76665340540786e-11,0.29173677618517,0.275,0.173,3.49479376657783e-07,"PNKD","Not Significant"
"SERTAD2",1.76892061918856e-11,0.604078189564946,0.109,0.05,3.49927876887882e-07,"SERTAD2","Dorsal"
"TRIP11",1.78564193277076e-11,0.354991956715723,0.196,0.114,3.53235687140712e-07,"TRIP11","Not Significant"
"RNF175",1.84244438719504e-11,0.792008815093365,0.102,0.046,3.64472348674924e-07,"RNF175","Dorsal"
"CUTC",1.85137696012516e-11,0.506669288459896,0.135,0.069,3.66239390251959e-07,"CUTC","Dorsal"
"CYSTM1",1.90038337253103e-11,0.453136442772347,0.165,0.09,3.75933838754088e-07,"CYSTM1","Not Significant"
"ANKS1B",1.91298876543119e-11,-0.797745575016626,0.235,0.299,3.78427437577599e-07,"ANKS1B","Ventral"
"TWF1",1.91484324741907e-11,0.361971084164319,0.218,0.129,3.7879429120444e-07,"TWF1","Not Significant"
"DOK4",1.99712955554022e-11,-1.1333277396035,0.108,0.168,3.95072168676966e-07,"DOK4","Ventral"
"FLII",2.04528895371744e-11,0.754925172523351,0.101,0.045,4.04599060824384e-07,"FLII","Dorsal"
"FAM3C",2.10091078010263e-11,0.365376321847232,0.471,0.337,4.15602170519903e-07,"FAM3C","Not Significant"
"RHPN1",2.12355111299397e-11,0.768283658784249,0.1,0.045,4.20080881172467e-07,"RHPN1","Dorsal"
"SCAMP5",2.26495529717843e-11,-1.00143739892341,0.116,0.178,4.48053456887838e-07,"SCAMP5","Ventral"
"XPOT",2.28857465675186e-11,0.724459389194223,0.122,0.061,4.52725838598652e-07,"XPOT","Dorsal"
"XRCC1",2.29879889469825e-11,0.394069921983898,0.176,0.099,4.54748397349209e-07,"XRCC1","Not Significant"
"RPF2",2.34745849292135e-11,0.39795119809566,0.208,0.124,4.64374239069702e-07,"RPF2","Not Significant"
"LAMP2",2.35220149625506e-11,0.669954218501549,0.108,0.05,4.65312499989176e-07,"LAMP2","Dorsal"
"FOXP4",2.38151849397916e-11,-1.44476200059477,0.054,0.103,4.71111988478958e-07,"FOXP4","Ventral"
"NRAS",2.44167711989081e-11,0.300689868984873,0.184,0.103,4.830125678568e-07,"NRAS","Not Significant"
"TBC1D15",2.66069540903684e-11,0.294298154573925,0.195,0.112,5.26338765815667e-07,"TBC1D15","Not Significant"
"RUFY1",2.67757082564855e-11,0.362598433377621,0.164,0.09,5.29677060729796e-07,"RUFY1","Not Significant"
"NUCB1",2.69175401212964e-11,0.295474278461598,0.275,0.175,5.32482778679486e-07,"NUCB1","Not Significant"
"SCRN1",2.8023270368804e-11,0.432649911300187,0.209,0.126,5.54356334435681e-07,"SCRN1","Not Significant"
"B4GALT4",2.97967640985311e-11,0.797592760875804,0.106,0.049,5.89439587397142e-07,"B4GALT4","Dorsal"
"FBXL12",3.0112715090124e-11,0.355707091955062,0.171,0.095,5.95689729912833e-07,"FBXL12","Not Significant"
"ZNF583",3.05868849705793e-11,-1.02267326692107,0.149,0.21,6.05069758488001e-07,"ZNF583","Ventral"
"DNER",3.06325128933777e-11,-0.66063340705918,0.43,0.453,6.05972370056799e-07,"DNER","Ventral"
"SLITRK4",3.14704165799692e-11,-1.23248918125945,0.091,0.148,6.2254778078495e-07,"SLITRK4","Ventral"
"SELM",3.1647909505266e-11,0.309354950277139,0.225,0.136,6.26058945833171e-07,"SELM","Not Significant"
"EPB41L1",3.21017088222499e-11,-1.22526265118244,0.071,0.124,6.35036003921747e-07,"EPB41L1","Ventral"
"EYA3",3.21169810412352e-11,0.45538139228595,0.127,0.063,6.35338118957715e-07,"EYA3","Not Significant"
"CCNK",3.38646244327684e-11,0.410681423645084,0.158,0.086,6.69910000529025e-07,"CCNK","Not Significant"
"MFSD10",3.41399937514522e-11,0.335296347502049,0.272,0.175,6.75357356391227e-07,"MFSD10","Not Significant"
"RRP15",3.46854329445094e-11,0.298078122223245,0.257,0.162,6.86147234508286e-07,"RRP15","Not Significant"
"TENM3",3.5841687346741e-11,0.773698301984135,0.126,0.064,7.09020259093231e-07,"TENM3","Dorsal"
"POLR2D",3.64643461150224e-11,0.335864000484474,0.233,0.142,7.21337694847372e-07,"POLR2D","Not Significant"
"PUM2",3.71334301835614e-11,0.300216501630509,0.198,0.115,7.34573515891212e-07,"PUM2","Not Significant"
"JUNB",3.72904889103124e-11,0.408102120670441,0.315,0.213,7.37680451623799e-07,"JUNB","Not Significant"
"ICT1",3.84220436922482e-11,0.351596196969011,0.192,0.111,7.60064868320054e-07,"ICT1","Not Significant"
"TMEM178B",3.85071511698886e-11,-1.23489318883189,0.095,0.152,7.61748464442737e-07,"TMEM178B","Ventral"
"TTC9",3.88124924605712e-11,-1.25002213220714,0.064,0.116,7.6778872585502e-07,"TTC9","Ventral"
"PRIM2",3.89670218532408e-11,0.564556993173391,0.122,0.06,7.7084562630081e-07,"PRIM2","Dorsal"
"FBRSL1",3.89741029020563e-11,0.655703406208141,0.124,0.062,7.70985703608477e-07,"FBRSL1","Dorsal"
"ING1",3.93168802454471e-11,0.369773499239696,0.214,0.129,7.77766525015435e-07,"ING1","Not Significant"
"MAB21L1",4.00248154161312e-11,-2.287598275901,0.057,0.105,7.91770898561907e-07,"MAB21L1","Ventral"
"RANBP17",4.06751987861431e-11,0.666518620907046,0.11,0.052,8.04636782387482e-07,"RANBP17","Dorsal"
"KIAA0232",4.11273025929884e-11,-0.929303985112699,0.215,0.273,8.13580299894496e-07,"KIAA0232","Ventral"
"COL9A3",4.1488468191041e-11,0.632900820458644,0.118,0.057,8.20724877755173e-07,"COL9A3","Dorsal"
"RUSC2",4.1812638375789e-11,-1.27297591040175,0.066,0.118,8.27137612349858e-07,"RUSC2","Ventral"
"DONSON",4.18350462330919e-11,0.536890373851366,0.116,0.056,8.27580884583024e-07,"DONSON","Dorsal"
"C12orf29",4.19973736004061e-11,0.35883479282733,0.172,0.096,8.30792044563234e-07,"C12orf29","Not Significant"
"AGO1",4.29159849801231e-11,0.356351745992054,0.206,0.122,8.48964014876794e-07,"AGO1","Not Significant"
"UMPS",4.30165662398687e-11,0.468706931152564,0.124,0.061,8.50953713357082e-07,"UMPS","Not Significant"
"LRRC20",4.32427758755608e-11,0.445986575836426,0.191,0.112,8.55428592370343e-07,"LRRC20","Not Significant"
"TOR1AIP1",4.36849317778235e-11,0.445724077046494,0.113,0.054,8.64175320428905e-07,"TOR1AIP1","Not Significant"
"PPM1D",4.55610563092745e-11,0.272424125111378,0.206,0.121,9.01288815910069e-07,"PPM1D","Not Significant"
"CA11",4.56390316547807e-11,-1.11603741452841,0.102,0.16,9.02831324194873e-07,"CA11","Ventral"
"KEAP1",4.58300952832267e-11,0.33872856158094,0.153,0.081,9.0661094489279e-07,"KEAP1","Not Significant"
"KCNN1",4.61603597069675e-11,0.607365380869139,0.102,0.047,9.13144235723232e-07,"KCNN1","Dorsal"
"PLPPR1",4.75576058206285e-11,-0.758718154524078,0.197,0.263,9.40784558343673e-07,"PLPPR1","Ventral"
"RBM3",4.84140303491547e-11,-0.499449302171035,0.659,0.628,9.57726348366978e-07,"RBM3","Not Significant"
"VARS",4.84285291119923e-11,0.358580582298033,0.19,0.11,9.58013162893431e-07,"VARS","Not Significant"
"HMCES",4.97851013117553e-11,0.284199930758199,0.204,0.119,9.84848874149143e-07,"HMCES","Not Significant"
"SLC2A1",5.00415335172245e-11,0.585616096823927,0.133,0.069,9.89921616037735e-07,"SLC2A1","Dorsal"
"MAGI3",5.01614646992313e-11,0.591392749373484,0.123,0.062,9.92294094680194e-07,"MAGI3","Dorsal"
"GRB2",5.09609016532147e-11,-0.480923550997878,0.456,0.48,1.00810855650389e-06,"GRB2","Not Significant"
"SATB1",5.14619486526887e-11,0.641714697334634,0.114,0.055,1.01802026824749e-06,"SATB1","Dorsal"
"PNMA1",5.15336644122593e-11,-0.390651349846136,0.573,0.583,1.01943894940331e-06,"PNMA1","Not Significant"
"INTS8",5.19181522755925e-11,0.408880024465812,0.146,0.078,1.02704488831577e-06,"INTS8","Not Significant"
"JMJD8",5.31551029028121e-11,0.552064797029918,0.114,0.055,1.05151424562343e-06,"JMJD8","Dorsal"
"FAM234A",5.41835492061243e-11,0.466604642382814,0.154,0.084,1.07185897039555e-06,"FAM234A","Not Significant"
"XPR1",5.65036923962704e-11,-0.568286572042495,0.271,0.337,1.11775604298302e-06,"XPR1","Ventral"
"SLC35B2",5.65741396239023e-11,0.375260775952028,0.149,0.08,1.11914963004003e-06,"SLC35B2","Not Significant"
"ANKHD1",5.91690376297848e-11,0.43127848415505,0.133,0.068,1.1704819023924e-06,"ANKHD1","Not Significant"
"KCTD13",5.92703056920552e-11,-1.22515525127682,0.107,0.164,1.17248518720024e-06,"KCTD13","Ventral"
"ATM",5.93952984432973e-11,0.337039793544127,0.196,0.116,1.17495779380531e-06,"ATM","Not Significant"
"SVOP",5.98384319362649e-11,-1.29589054784502,0.059,0.109,1.18372386056319e-06,"SVOP","Ventral"
"TIGAR",6.12631953138312e-11,0.539673736802444,0.125,0.063,1.21190852969821e-06,"TIGAR","Dorsal"
"THRA",6.16123946597097e-11,-0.359290863815222,0.47,0.532,1.21881639115838e-06,"THRA","Not Significant"
"COA5",6.39175388838119e-11,0.276815829945487,0.225,0.137,1.26441675419957e-06,"COA5","Not Significant"
"SNX9",6.458848705719e-11,0.713436819221283,0.116,0.057,1.27768945096533e-06,"SNX9","Dorsal"
"RBM4",6.59291060062316e-11,-0.656778706390074,0.413,0.435,1.30420957501527e-06,"RBM4","Ventral"
"RTN2",6.63287339703554e-11,-0.974485073902958,0.099,0.157,1.31211501540157e-06,"RTN2","Ventral"
"WRN",6.72380757926899e-11,0.615299930044606,0.12,0.06,1.33010361533099e-06,"WRN","Dorsal"
"PYCR2",6.92325709378647e-11,0.479750022468141,0.154,0.085,1.36955871829284e-06,"PYCR2","Not Significant"
"FAM208A",6.99300407960027e-11,0.433532435442481,0.167,0.094,1.38335606702653e-06,"FAM208A","Not Significant"
"TMEM179B",7.05061099542963e-11,0.561692424970029,0.129,0.066,1.39475186711589e-06,"TMEM179B","Dorsal"
"ATXN7L3B",7.42201799596172e-11,-0.616613878934585,0.417,0.442,1.46822359996115e-06,"ATXN7L3B","Ventral"
"COPS3",7.45909191477273e-11,-0.655003646405072,0.368,0.405,1.47555756258034e-06,"COPS3","Ventral"
"LDOC1",7.47834116257162e-11,-0.69481232414912,0.329,0.373,1.47936544877992e-06,"LDOC1","Ventral"
"CHST8",8.15025925806959e-11,0.730915992844227,0.111,0.054,1.61228428643133e-06,"CHST8","Dorsal"
"MRPL17",8.52909875023729e-11,0.428423632761389,0.204,0.124,1.68722631477194e-06,"MRPL17","Not Significant"
"ZNF800",8.75550011385606e-11,0.659191894949526,0.12,0.06,1.73201303252301e-06,"ZNF800","Dorsal"
"CMC1",9.76996698503052e-11,0.437204965114178,0.186,0.109,1.93269486897874e-06,"CMC1","Not Significant"
"RAB7A",9.89653864691157e-11,-0.414194006199095,0.617,0.596,1.95773327513205e-06,"RAB7A","Not Significant"
"BNIP1",1.03061106311126e-10,0.52876778661784,0.139,0.074,2.0387548050467e-06,"BNIP1","Dorsal"
"SLIT1",1.04128472251219e-10,0.684371179902088,0.112,0.055,2.05986943807361e-06,"SLIT1","Dorsal"
"KLHL28",1.05267217643054e-10,0.339295405972049,0.251,0.161,2.0823960994149e-06,"KLHL28","Not Significant"
"DNM2",1.06795756860499e-10,0.427418572366325,0.122,0.061,2.1126336622144e-06,"DNM2","Not Significant"
"MAP7D1",1.08228107556483e-10,-0.609927517337839,0.395,0.425,2.14096842368234e-06,"MAP7D1","Ventral"
"LRRC37B",1.09552105230959e-10,0.277980483405752,0.204,0.121,2.16715974567882e-06,"LRRC37B","Not Significant"
"NDUFAF1",1.10566684260662e-10,0.449604389189756,0.163,0.092,2.18723014804442e-06,"NDUFAF1","Not Significant"
"KLHL25",1.11991572530332e-10,0.576123999788089,0.114,0.056,2.21541728779503e-06,"KLHL25","Dorsal"
"CD81",1.13211605915038e-10,0.675238655657153,0.126,0.065,2.23955198821128e-06,"CD81","Dorsal"
"TUBA1C",1.14029061384218e-10,-1.28543925701967,0.067,0.118,2.2557228923026e-06,"TUBA1C","Ventral"
"IKBIP",1.19298433548309e-10,0.619811202096082,0.117,0.059,2.35996161245266e-06,"IKBIP","Dorsal"
"C8orf76",1.19931206726914e-10,0.397091800689976,0.154,0.085,2.37247913147182e-06,"C8orf76","Not Significant"
"CNTNAP2",1.21460871865031e-10,0.746179218215897,0.517,0.446,2.40273896723403e-06,"CNTNAP2","Dorsal"
"SYMPK",1.24761949061221e-10,0.359695390189975,0.177,0.102,2.46804087632908e-06,"SYMPK","Not Significant"
"POLR3K",1.25738929879952e-10,0.297675845299942,0.239,0.149,2.48736751088522e-06,"POLR3K","Not Significant"
"LSAMP",1.30038207667099e-10,-0.941626305717825,0.296,0.338,2.57241582407056e-06,"LSAMP","Ventral"
"CEP135",1.31265903344605e-10,0.706119749992307,0.103,0.049,2.59670209996299e-06,"CEP135","Dorsal"
"CWC22",1.31606568940965e-10,0.291875800608256,0.157,0.086,2.60344114679016e-06,"CWC22","Not Significant"
"PAPSS1",1.36654296630257e-10,-0.628957968314088,0.399,0.428,2.70329529593975e-06,"PAPSS1","Ventral"
"AIMP2",1.36880069620313e-10,0.341189015383968,0.184,0.107,2.70776153722903e-06,"AIMP2","Not Significant"
"CCDC181",1.41189687737865e-10,0.451555861764546,0.158,0.089,2.79301440283044e-06,"CCDC181","Not Significant"
"EPHA4",1.45785996516589e-10,-1.1140638406283,0.164,0.221,2.88393858309116e-06,"EPHA4","Ventral"
"MAP2K5",1.48708549860325e-10,0.582625335433978,0.121,0.062,2.94175253333696e-06,"MAP2K5","Dorsal"
"DNALI1",1.54235972723021e-10,0.45808425169151,0.124,0.063,3.0510960124068e-06,"DNALI1","Not Significant"
"SAC3D1",1.54489648781119e-10,0.25711264435729,0.309,0.203,3.0561142321881e-06,"SAC3D1","Not Significant"
"MYCL",1.5581350251453e-10,0.860939035006362,0.119,0.061,3.08230270674243e-06,"MYCL","Dorsal"
"GEMIN6",1.58015048930857e-10,0.561569529205369,0.113,0.056,3.12585369795021e-06,"GEMIN6","Dorsal"
"CORO2B",1.60131527576425e-10,0.466672547909805,0.142,0.077,3.16772187851685e-06,"CORO2B","Not Significant"
"MT-ND4L",1.63768132677342e-10,-0.813172833150233,0.307,0.347,3.23966120062318e-06,"MT-ND4L","Ventral"
"RANBP1",1.63820664668994e-10,0.264887128307625,0.83,0.743,3.24070038848204e-06,"RANBP1","Not Significant"
"MKNK2",1.69814768442582e-10,0.415338349277025,0.127,0.065,3.35927574933115e-06,"MKNK2","Not Significant"
"FAM13A",1.75789401331301e-10,0.540944850401333,0.119,0.06,3.47746593713581e-06,"FAM13A","Dorsal"
"DTX3",1.7593295683983e-10,-0.753425745972644,0.285,0.331,3.48030575220551e-06,"DTX3","Ventral"
"LGMN",1.76411023321188e-10,0.411770387074502,0.184,0.109,3.48976286333975e-06,"LGMN","Not Significant"
"GOLPH3",1.87919700750978e-10,0.404719740395058,0.185,0.109,3.71742752025584e-06,"GOLPH3","Not Significant"
"EIF5A",1.89630890751131e-10,-0.501084915221702,0.481,0.504,3.75127828083888e-06,"EIF5A","Ventral"
"TBL1X",1.96226370649199e-10,0.443208021776152,0.154,0.086,3.88175006418245e-06,"TBL1X","Not Significant"
"RSAD1",1.96628524277012e-10,0.325132003151377,0.161,0.09,3.88970546724785e-06,"RSAD1","Not Significant"
"ZNF83",1.98330271500633e-10,0.3153826905206,0.181,0.107,3.92336943082552e-06,"ZNF83","Not Significant"
"VANGL2",2.04351318524782e-10,0.354811945138182,0.173,0.099,4.04247778305725e-06,"VANGL2","Not Significant"
"FAM107B",2.0891404881341e-10,0.285172533580386,0.287,0.19,4.13273771362688e-06,"FAM107B","Not Significant"
"BNIP3",2.11726609549861e-10,0.550151284643875,0.577,0.46,4.18837579011535e-06,"BNIP3","Dorsal"
"ZNF821",2.23050330644323e-10,-0.669814047805307,0.357,0.397,4.412381640806e-06,"ZNF821","Ventral"
"CEP83",2.28107160420623e-10,0.726566104382092,0.102,0.049,4.51241584744076e-06,"CEP83","Dorsal"
"FGF9",2.29177166734702e-10,-1.31744981858925,0.07,0.12,4.53358271234587e-06,"FGF9","Ventral"
"PTCD3",2.37321199786501e-10,0.250374854412809,0.274,0.176,4.69468797417656e-06,"PTCD3","Not Significant"
"CMIP",2.40914245338198e-10,-0.623025551852829,0.301,0.352,4.76576560128023e-06,"CMIP","Ventral"
"WDYHV1",2.4400384753841e-10,0.381071106206983,0.196,0.118,4.82688411200483e-06,"WDYHV1","Not Significant"
"ST8SIA1",2.461158183634e-10,0.396115645676417,0.16,0.092,4.86866311886478e-06,"ST8SIA1","Not Significant"
"GFER",2.50358310580265e-10,0.391311294919293,0.133,0.07,4.95258809989881e-06,"GFER","Not Significant"
"MAL2",2.51292697736956e-10,1.52103814033258,0.1,0.05,4.97107214663247e-06,"MAL2","Dorsal"
"FHL1",2.5369751179242e-10,-0.588299615961099,0.487,0.486,5.01864417827765e-06,"FHL1","Ventral"
"CEP63",2.57381371119607e-10,0.313211957021536,0.242,0.153,5.09151828348807e-06,"CEP63","Not Significant"
